TARGET_FID_12,GEOID_D,FIPS,Proportion of POC,Median Household Income,Proportion Unemployed,Total Population,Proportion Male,Proportion Female,Proportion Did Not Work,Proportion of Renters,Average Household Size,FREQSEP20D,FREQAUG19D,FREQPAND_1,PCT_Change_SEP,PCT_Change_AUG
174,14000US08031015300,8031015300,0.146121014,46786,0.270460705,3983,0.553853879,0.446146121,0.17398374,0.753213368,1.71,4,5,4,0,25
175,14000US08005006808,8005006808,0.099610368,167721,0.283100846,5903,0.482297137,0.517702863,0.261376629,0.05720339,3.11,0,0,0,0,0
176,14000US08005006815,8005006815,0.286682194,66250,0.28761799,4723,0.4556426,0.5443574,0.222098834,0.558855886,2.59,3,2,3,0,-33.33
177,14000US08005006854,8005006854,0.308283233,82059,0.208813839,2994,0.502338009,0.497661991,0.291598023,0.595315024,2.42,9,12,10,-10,20
178,14000US08005080200,8005080200,0.388324488,82967,0.230116258,6595,0.46959818,0.53040182,0.272744049,0.445218199,3.05,13,14,12,8.33,16.67
179,14000US08005081800,8005081800,0.463159759,51932,0.249348187,5646,0.462451293,0.537548707,0.270443233,0.532022828,3.54,31,36,31,0,16.13
180,14000US08005081900,8005081900,0.457280045,42815,0.217482785,7081,0.537635927,0.462364073,0.377773527,0.513765354,2.99,11,13,11,0,18.18
181,14000US08005080000,8005080000,0.45190409,51400,0.27934356,3545,0.456135402,0.543864598,0.34284695,0.499196141,2.85,8,9,8,0,12.5
182,14000US08005080100,8005080100,0.435536803,39515,0.237719298,4266,0.49859353,0.50140647,0.292982456,0.626526082,2.33,11,11,10,10,10
183,14000US08031002901,8031002901,0.08172232,81779,0.251559934,3414,0.55506737,0.44493263,0.134975369,0.515240328,2,8,9,8,0,12.5
184,14000US08035014139,8035014139,0.141751934,120714,0.257366771,4007,0.472922386,0.527077614,0.264576803,0.083773087,2.64,1,2,1,0,100
185,14000US08005080900,8005080900,0.408673062,65270,0.321073009,5004,0.502997602,0.497002398,0.274336283,0.256161314,3.73,6,6,5,20,20
186,14000US08005080700,8005080700,0.440283051,66882,0.248874887,5794,0.518122195,0.481877805,0.302880288,0.446354167,2.91,16,17,16,0,6.25
187,14000US08005080300,8005080300,0.416531018,68924,0.260188088,5529,0.499366974,0.500633026,0.217972832,0.242598321,2.44,18,19,17,5.88,11.76
188,14000US08005080400,8005080400,0.332754964,69175,0.250520472,5187,0.49739734,0.50260266,0.242424242,0.230092819,2.53,27,34,28,-3.57,21.43
189,14000US08005081600,8005081600,0.283604986,73611,0.16917111,5215,0.48379674,0.51620326,0.350218129,0.289130435,2.72,16,17,16,0,6.25
190,14000US08005082500,8005082500,0.238646483,68618,0.27765237,2246,0.487978629,0.512021371,0.239277652,0.139973082,3.02,6,7,6,0,16.67
191,14000US08031002902,8031002902,0.07373494,120446,0.178178743,4150,0.501927711,0.498072289,0.206935438,0.314196242,2.17,8,7,6,33.33,16.67
192,14000US08031003001,8031003001,0.083244963,102313,0.258577406,5658,0.445917285,0.554082715,0.143514644,0.317607727,2.1,34,36,32,6.25,12.5
193,14000US08031003002,8031003002,0.151228733,91033,0.234693878,2645,0.480151229,0.519848771,0.174319728,0.452509653,2.01,9,10,9,0,11.11
194,14000US08031003004,8031003004,0.131495564,65052,0.310219641,6312,0.512674271,0.487325729,0.25630786,0.528506034,2.18,9,10,8,12.5,25
195,14000US08031003101,8031003101,0.272519954,64250,0.275,1754,0.527366021,0.472633979,0.151351351,0.543589744,2.24,3,7,4,-25,75
196,14000US08031003102,8031003102,0.213793103,43219,0.284448518,3480,0.502586207,0.497413793,0.262755881,0.792860734,1.58,16,18,15,6.67,20
197,14000US08123002004,8123002004,0.043863636,53932,0.224575007,4400,0.525227273,0.474772727,0.269012824,0.364772017,2.75,0,0,0,0,0
198,14000US08123002005,8123002005,0.066231343,114188,0.162127108,1072,0.527052239,0.472947761,0.207522698,0.119533528,3.13,0,0,0,0,0
199,14000US08123002019,8123002019,0.117379436,96419,0.222138931,5495,0.500272975,0.499727025,0.234382809,0.087139108,2.88,0,0,0,0,0
200,14000US08123002018,8123002018,0.105908584,120789,0.267680608,1794,0.505016722,0.494983278,0.169581749,0.090225564,3.37,0,0,0,0,0
201,14000US08123002006,8123002006,0.072033898,132734,0.209756098,236,0.63559322,0.36440678,0.395121951,0.105263158,2.48,0,0,0,0,0
202,14000US08005081000,8005081000,0.576476702,36737,0.290224509,5773,0.445522259,0.554477741,0.262160898,0.685936152,2.47,29,33,29,0,13.79
203,14000US08005082400,8005082400,0.473723168,62461,0.274918179,4053,0.518874907,0.481125093,0.256471288,0.379358438,2.83,13,17,14,-7.14,21.43
204,14000US08005084500,8005084500,0.348868176,62292,0.247013652,3004,0.470039947,0.529960053,0.230375427,0.679862306,2.57,3,4,4,-25,0
205,14000US08059009852,8059009852,0.053717915,88294,0.249311716,3779,0.534532945,0.465467055,0.333129397,0.049615653,2.63,4,5,4,0,25
206,14000US08059009850,8059009850,0.072954454,129231,0.306504445,2481,0.458686014,0.541313986,0.237248479,0.079766537,2.4,0,0,0,0,0
207,14000US08059011402,8059011402,0.226622662,41990,0.280519481,4545,0.538173817,0.461826183,0.283896104,0.70201005,2.12,10,13,11,-9.09,18.18
208,14000US08059012059,8059012059,0.048996458,93884,0.219389726,3388,0.508559622,0.491440378,0.272692159,0.285592498,2.87,0,1,0,0,0
209,14000US08035013911,8035013911,0.051570681,141653,0.259702042,7640,0.515968586,0.484031414,0.256207467,0.05298608,3.43,0,0,0,0,0
210,14000US08035014009,8035014009,0.140841584,105474,0.327940681,4040,0.50990099,0.49009901,0.189079879,0.060192616,3.24,0,1,0,0,0
211,14000US08035014012,8035014012,0.112197448,112708,0.208825978,8387,0.524144509,0.475855491,0.232805995,0.206243032,3.09,0,0,0,0,0
212,14000US08035014013,8035014013,0.056745328,144756,0.2654444,7331,0.492020188,0.507979812,0.245516142,0.073138877,3.19,0,0,0,0,0
213,14000US08035014125,8035014125,0.092525937,126480,0.214768591,4723,0.490154563,0.509845437,0.24024961,0.432762836,2.31,7,12,9,-22.22,33.33
214,14000US08035014137,8035014137,0.16948811,160599,0.261513401,9924,0.494860943,0.505139057,0.219754183,0.101112235,3.34,0,1,0,0,0
215,14000US08035014131,8035014131,0.092726499,85115,0.208674699,4702,0.504040834,0.495959166,0.431566265,0.609695974,1.93,14,18,15,-6.67,20
216,14000US08035014135,8035014135,0.076213592,179000,0.299062174,4120,0.511893204,0.488106796,0.259117749,0.030660377,3.24,0,1,0,0,0
217,14000US08035014204,8035014204,0.083134684,117083,0.195406773,3356,0.474672229,0.525327771,0.179836512,0.041315346,2.83,0,0,0,0,0
218,14000US08035014406,8035014406,0.115692016,114265,0.2742876,12637,0.483263433,0.516736567,0.220376279,0.149883991,2.93,0,0,0,0,0
219,14000US08035014203,8035014203,0.06379073,135463,0.205360662,6537,0.530824537,0.469175463,0.260938116,0.022270742,2.85,0,0,0,0,0
220,14000US08035014136,8035014136,0.146268015,102313,0.256083086,9298,0.513121101,0.486878899,0.202522255,0.247846256,3.08,2,4,3,-33.33,33.33
221,14000US08035014128,8035014128,0.10941578,108255,0.259964001,4981,0.479421803,0.520578197,0.177423502,0.165226782,2.69,1,1,1,0,0
222,14000US08035014404,8035014404,0.07057921,126767,0.22270177,2607,0.489835059,0.510164941,0.356063876,0.04178273,2.42,0,0,0,0,0
223,14000US08035014403,8035014403,0.050697757,122969,0.271804836,5661,0.47217806,0.52782194,0.300949914,0.184657786,2.6,0,0,0,0,0
224,14000US08035014603,8035014603,0.061894737,96379,0.257572718,7125,0.517333333,0.482666667,0.146038114,0.134484325,3.24,0,0,0,0,0
225,14000US08035014505,8035014505,0.069643513,95819,0.255426442,5442,0.482910695,0.517089305,0.263538698,0.285847735,2.49,0,0,0,0,0
226,14000US08035014405,8035014405,0.092676604,131944,0.234565653,7715,0.52404407,0.47595593,0.20269532,0.088235294,3.2,0,0,0,0,0
227,14000US08005081100,8005081100,0.601605136,41673,0.293457944,6230,0.463402889,0.536597111,0.184423676,0.748596632,2.5,49,56,50,-2,12
228,14000US08005082000,8005082000,0.547092744,46278,0.221350078,4162,0.496636233,0.503363767,0.242072214,0.825086306,2.39,10,16,12,-16.67,33.33
229,14000US08005082200,8005082200,0.496095544,54602,0.315952704,6531,0.564232124,0.435767876,0.24171351,0.351860575,3.08,12,14,12,0,16.67
230,14000US08005081400,8005081400,0.301699717,69559,0.217056475,4236,0.496222852,0.503777148,0.375641757,0.259142497,2.59,19,26,21,-9.52,23.81
231,14000US08005084100,8005084100,0.345554336,72538,0.266275496,4555,0.492645445,0.507354555,0.180217938,0.291585127,2.97,8,10,8,0,25
232,14000US08005084200,8005084200,0.290356671,73846,0.255333792,3785,0.471070013,0.528929987,0.189607708,0.23155416,2.97,6,9,7,-14.29,28.57
233,14000US08005084300,8005084300,0.282713596,77368,0.300925926,3523,0.506102753,0.493897247,0.18482906,0.216949153,2.98,3,3,3,0,0
234,14000US08005084400,8005084400,0.354700855,82686,0.146253926,2808,0.490740741,0.509259259,0.185733513,0.183183183,2.81,1,1,1,0,0
235,14000US08005085700,8005085700,0.224037601,69595,0.200950252,4468,0.542300806,0.457699194,0.200670766,0.3130227,2.67,2,3,2,0,50
236,14000US08005005632,8005005632,0.065275708,119033,0.274879763,3355,0.476005961,0.523994039,0.272290048,0.15433572,2.67,4,9,6,-33.33,50
237,14000US08005081500,8005081500,0.065748709,36471,0.120481928,2905,0.328055077,0.671944923,0.762822719,0.225187266,1.36,5,6,5,0,20
238,14000US08019014800,8019014800,0.109778044,57266,0.291428571,1667,0.444511098,0.555488902,0.312142857,0.378410439,1.98,0,0,0,0,0
239,14000US08019014700,8019014700,0.043019163,82978,0.26560036,5114,0.50586625,0.49413375,0.29353458,0.139975298,2.09,0,0,0,0,0
240,14000US08019014900,8019014900,0.036951501,58357,0.243383948,2598,0.572748268,0.427251732,0.279392625,0.316520468,1.83,0,0,0,0,0
241,14000US08005084800,8005084800,0.183094472,91667,0.265496639,3419,0.519450132,0.480549868,0.229275579,0.147651007,2.87,0,0,0,0,0
242,14000US08005085800,8005085800,0.20466174,82589,0.238300936,1759,0.512791359,0.487208641,0.216702664,0.166402536,2.79,1,2,1,0,100
243,14000US08123002103,8123002103,0.054205607,99122,0.211565585,10165,0.520708313,0.479291687,0.277856135,0.057471264,2.92,0,0,0,0,0
244,14000US08005006856,8005006856,0.309922822,77075,0.323764179,9070,0.560749724,0.439250276,0.182327405,0.637961336,2.27,24,15,19,26.32,-21.05
245,14000US08005086300,8005086300,0.327350427,86293,0.230417227,4680,0.542521368,0.457478632,0.183310902,0.552854123,2.46,1,1,1,0,0
246,14000US08005085200,8005085200,0.15704698,143125,0.298352125,2980,0.487583893,0.512416107,0.22896791,0.043478261,3.14,1,2,1,0,100
247,14000US08005085300,8005085300,0.188609467,104500,0.202142524,2704,0.471153846,0.528846154,0.234746157,0.338613861,2.68,1,2,1,0,100
248,14000US08005086600,8005086600,0.131796284,85487,0.193630324,5812,0.479181005,0.520818995,0.432981633,0.260728745,2.35,0,1,0,0,0
249,14000US08005083600,8005083600,0.294624217,59386,0.209017713,3832,0.444154489,0.555845511,0.191626409,0.495378928,2.36,22,29,24,-8.33,20.83
250,14000US08005083100,8005083100,0.454666273,91386,0.179053412,6772,0.4251329,0.5748671,0.174871697,0.220338983,2.67,4,5,4,0,25
251,14000US08005086000,8005086000,0.271856287,99764,0.207430856,8350,0.480359281,0.519640719,0.149950017,0.243962341,3.42,1,1,1,0,0
252,14000US08005085000,8005085000,0.277013752,93194,0.213135068,2036,0.487721022,0.512278978,0.210037175,0.439897698,2.6,9,8,7,28.57,14.29
253,14000US08005087000,8005087000,0.47458263,53073,0.249464923,5331,0.475895704,0.524104296,0.131034483,0.798954373,2.53,7,7,7,0,0
254,14000US08005085500,8005085500,0.150875939,115302,0.260608856,5594,0.514658563,0.485341437,0.243081181,0.088186356,3.1,5,6,5,0,20
255,14000US08005085600,8005085600,0.213274336,133333,0.25980198,3390,0.503834808,0.496165192,0.230891089,0.027,3.39,2,2,2,0,0
256,14000US08005085100,8005085100,0.314680233,160964,0.248945995,6880,0.486046512,0.513953488,0.225657498,0.077772203,3.45,5,6,5,0,20
257,14000US08005086100,8005086100,0.269070446,98641,0.218450827,4798,0.509795748,0.490204252,0.225123296,0.107348243,3.07,2,3,2,0,50
258,14000US08005083700,8005083700,0.311801846,88500,0.194656489,4118,0.491986401,0.508013599,0.370522607,0.185517241,2.75,4,5,4,0,25
259,14000US08005086700,8005086700,0.212554629,156972,0.240757172,5034,0.496424315,0.503575685,0.174800355,0.010351967,3.47,0,0,0,0,0
260,14000US08005085900,8005085900,0.340997589,110366,0.221539284,5393,0.487112924,0.512887076,0.239711384,0.071172249,3.23,3,3,3,0,0
261,14000US08005083200,8005083200,0.26845924,117442,0.195496729,9372,0.489863423,0.510136577,0.190171915,0.104211278,3.34,0,0,0,0,0
262,14000US08005083000,8005083000,0.452102182,102563,0.23906409,3758,0.477381586,0.522618414,0.24754154,0.058679707,3.06,0,0,0,0,0
263,14000US08005007301,8005007301,0.534686971,47015,0.235010707,2364,0.511844332,0.488155668,0.291755889,0.759302326,2.74,19,22,19,0,15.79
264,14000US08005087100,8005087100,0.422263451,40912,0.312328767,2695,0.421521336,0.578478664,0.257990868,0.689681335,2.04,12,13,12,0,8.33
265,14000US08005086900,8005086900,0.551103565,53776,0.365973072,2945,0.509337861,0.490662139,0.133006936,0.78611898,2.09,8,9,8,0,12.5
266,14000US08005087300,8005087300,0.531956023,58000,0.232961173,8277,0.479159116,0.520840884,0.206798867,0.810025543,2.61,10,11,10,0,10
267,14000US08005082900,8005082900,0.438206954,76591,0.257374831,4774,0.46418098,0.53581902,0.260081191,0.16971917,2.91,2,4,3,-33.33,33.33
268,14000US08005081700,8005081700,0.209983361,142679,0.320102433,3005,0.481530782,0.518469218,0.239863423,0.099190283,3.04,8,9,8,0,12.5
269,14000US08059009851,8059009851,0.089691764,112727,0.192209451,3958,0.460586155,0.539413845,0.320242656,0.055027174,2.65,6,9,7,-14.29,28.57
270,14000US08059015900,8059015900,0.180296896,65575,0.258383903,3705,0.517678812,0.482321188,0.310763334,0.654205607,2.42,6,9,7,-14.29,28.57
271,14000US08059011732,8059011732,0.095015259,59737,0.263579049,4915,0.495218718,0.504781282,0.096750727,0.821793863,1.93,0,3,2,-100,50
272,14000US08059011733,8059011733,0.149403641,62632,0.186363636,1593,0.483992467,0.516007533,0.247727273,0.503759398,2,7,11,9,-22.22,22.22
273,14000US08059011806,8059011806,0.10725429,43631,0.216619318,5128,0.478354134,0.521645866,0.342566288,0.393412626,2.33,16,18,16,0,12.5
274,14000US08059011805,8059011805,0.154301573,61176,0.238253638,5405,0.542645698,0.457354302,0.132224532,0.831861533,1.91,22,25,23,-4.35,8.7
275,14000US08059012060,8059012060,0.064652568,80063,0.239212718,3310,0.509969789,0.490030211,0.210825132,0.155667145,2.37,0,0,0,0,0
276,14000US08059011401,8059011401,0.113933795,40132,0.226315789,2598,0.496535797,0.503464203,0.262200957,0.612903226,2.15,7,9,8,-12.5,12.5
277,14000US08059015800,8059015800,0.145472062,65000,0.214624616,4152,0.504816956,0.495183044,0.277421155,0.577422577,2.04,12,17,13,-7.69,30.77
278,14000US08031015700,8031015700,0.244990739,46959,0.270356234,5939,0.485435258,0.514564742,0.309160305,0.576131687,2.5,13,16,13,0,23.08
279,14000US08031001901,8031001901,0.28961039,26607,0.277520034,3080,0.506493506,0.493506494,0.41332771,0.774501301,2.47,20,26,22,-9.09,18.18
280,14000US08031004504,8031004504,0.206370876,43750,0.181726908,4395,0.412059158,0.587940842,0.328313253,0.554266777,3.64,7,8,8,-12.5,0
281,14000US08031004505,8031004505,0.121038035,33684,0.124098124,5048,0.511291601,0.488708399,0.379220779,0.709077381,3.74,8,9,8,0,12.5
282,14000US08031004506,8031004506,0.249285157,30795,0.176181474,3847,0.50740837,0.49259163,0.4268431,0.657546337,3.39,8,10,8,0,25
283,14000US08031008312,8031008312,0.399267399,58550,0.271034253,8463,0.496750561,0.503249439,0.265879614,0.450365277,3.63,27,32,27,0,18.52
284,14000US08031008387,8031008387,0.390758547,74922,0.257148162,7488,0.499465812,0.500534188,0.307092462,0.173042966,4.41,22,25,22,0,13.64
285,14000US08031004503,8031004503,0.07032915,38641,0.130341113,4223,0.503433578,0.496566422,0.365170557,0.657421289,3.17,10,10,10,0,0
286,14000US08031004306,8031004306,0.129804069,106599,0.244254916,5308,0.441785983,0.558214017,0.289741767,0.389995573,2.29,16,18,16,0,12.5
287,14000US08031008386,8031008386,0.420656267,70536,0.249571813,5577,0.475345168,0.524654832,0.289699046,0.390551181,4.39,20,23,20,0,15
288,14000US08031008389,8031008389,0.513068286,83313,0.249010849,10866,0.482882385,0.517117615,0.207530313,0.144474233,3.24,47,50,46,2.17,8.7
289,14000US08031008391,8031008391,0.429950319,73906,0.232274815,7045,0.508019872,0.491980128,0.205112842,0.193097422,3.08,16,17,15,6.67,13.33
290,14000US08031008390,8031008390,0.488159918,63640,0.273094106,9755,0.475140953,0.524859047,0.239804006,0.294785385,3.46,21,21,22,-4.55,-4.55
291,14000US08031015600,8031015600,0.213866967,44816,0.183712121,8870,0.55535513,0.44464487,0.390782828,0.607395098,3.68,31,40,34,-8.82,17.65
292,14000US08035014107,8035014107,0.083143219,118574,0.26161846,3945,0.492268695,0.507731305,0.26519337,0.049416609,2.71,2,4,3,-33.33,33.33
293,14000US08035013904,8035013904,0.058999082,64970,0.20797227,4356,0.503443526,0.496556474,0.243212016,0.506508206,2.45,0,2,1,-100,100
294,14000US08035014503,8035014503,0.05530535,89250,0.293228139,5551,0.551071879,0.448928121,0.230769231,0.285057471,2.54,0,0,0,0,0
295,14000US08035014300,8035014300,0.04853129,60000,0.247566064,783,0.558109834,0.441890166,0.383866481,0.09947644,2.05,0,0,0,0,0
296,14000US08035014001,8035014001,0.09954998,82652,0.239915074,7333,0.524205646,0.475794354,0.130927105,0.215139442,2.43,0,0,0,0,0
297,14000US08035013908,8035013908,0.042180026,130162,0.240160223,6899,0.504710828,0.495289172,0.246081505,0.074480596,2.7,0,0,0,0,0
298,14000US08035014108,8035014108,0.035196687,106779,0.234296316,4830,0.479710145,0.520289855,0.223164591,0.067740144,2.68,2,4,3,-33.33,33.33
299,14000US08035014122,8035014122,0.079451672,165871,0.232825845,7149,0.477968947,0.522031053,0.295766803,0.142107388,2.89,0,0,0,0,0
300,14000US08035013909,8035013909,0.029362696,99974,0.288182594,5994,0.501001001,0.498998999,0.28306314,0.059550066,2.64,0,0,0,0,0
301,14000US08035014115,8035014115,0.125196673,119904,0.236639118,4449,0.481906046,0.518093954,0.305785124,0.226881103,2.56,0,1,0,0,0
302,14000US08035014116,8035014116,0.348975972,93623,0.255332367,6201,0.543299468,0.456700532,0.18637399,0.687822293,2.46,16,26,20,-20,30
303,14000US08035014123,8035014123,0.130720909,90568,0.275925247,3343,0.522883637,0.477116363,0.274825944,0.485952923,2.24,0,0,0,0,0
304,14000US08035013905,8035013905,0.059424768,95577,0.301768055,4207,0.436415498,0.563584502,0.23164519,0.46746988,2.53,0,1,1,-100,0
305,14000US08013012102,8013012102,0.084606189,73396,0.330536647,7529,0.517731438,0.482268562,0.220674371,0.428054001,2.42,17,23,19,-10.53,21.05
306,14000US08013012104,8013012104,0.163165791,121146,0.276708373,2666,0.468117029,0.531882971,0.356111646,0.186200378,2.51,13,16,14,-7.14,14.29
307,14000US08013012101,8013012101,0.086701571,114271,0.310907238,4775,0.49382199,0.50617801,0.24617737,0.215971873,2.39,12,15,13,-7.69,15.38
308,14000US08013012105,8013012105,0.07960644,84435,0.374890447,5590,0.505008945,0.494991055,0.23006135,0.266502665,2.29,22,28,24,-8.33,16.67
309,14000US08013012202,8013012202,0.167913296,38194,0.543179984,6551,0.472599603,0.527400397,0.134301856,0.806074027,2.02,19,27,22,-13.64,22.73
310,14000US08013012203,8013012203,0.149959688,59618,0.22789013,7442,0.538833647,0.461166353,0.245246001,0.546850998,1.9,38,57,45,-15.56,26.67
311,14000US08013012204,8013012204,0.06505848,42348,0.480715906,4104,0.593323587,0.406676413,0.228384169,0.781333333,2.1,54,67,57,-5.26,17.54
312,14000US08013012300,8013012300,0.226128472,40464,0.638023152,6912,0.555700231,0.444299769,0.278420896,0.979010495,2.25,14,21,16,-12.5,31.25
313,14000US08013012501,8013012501,0.122472339,81205,0.368244659,2621,0.536054941,0.463945059,0.177628823,0.480785653,2.24,6,9,7,-14.29,28.57
314,14000US08013012505,8013012505,0.120807,108750,0.33791691,4114,0.517501215,0.482498785,0.26535986,0.313414634,2.51,14,18,15,-6.67,20
315,14000US08013012507,8013012507,0.114343254,62163,0.446630595,4469,0.603490714,0.396509286,0.18593212,0.552524666,2.59,26,39,30,-13.33,30
316,14000US08031004602,8031004602,0.280999724,44555,0.115433558,7242,0.529826015,0.470173985,0.338483912,0.501497647,3.04,12,16,13,-7.69,23.08
317,14000US08031004603,8031004603,0.207445008,56176,0.192490387,5910,0.491878173,0.508121827,0.282741461,0.320245979,2.79,18,23,19,-5.26,21.05
318,14000US08031004700,8031004700,0.131968758,62482,0.218129289,7426,0.507810396,0.492189604,0.225352113,0.373759171,3.19,18,21,19,-5.26,10.53
319,14000US08039961206,8039961206,0.038420774,100677,0.222544283,3774,0.484896661,0.515103339,0.245410628,0.050037341,2.82,0,0,0,0,0
320,14000US08047013800,8047013800,0.06043214,75120,0.204935834,5924,0.534942606,0.465057394,0.233761106,0.190727478,2.19,0,0,0,0,0
321,14000US08001008535,8001008535,0.114495513,83088,0.218230977,3677,0.517541474,0.482458526,0.163383546,0.237762238,3.21,5,4,4,25,0
322,14000US08001008540,8001008540,0.146535639,109549,0.220700416,8039,0.49670357,0.50329643,0.175970874,0.039516129,3.24,0,0,0,0,0
323,14000US08001008541,8001008541,0.061259707,128295,0.164324101,5795,0.475064711,0.524935289,0.348284415,0.046523017,2.84,0,0,0,0,0
324,14000US08001008551,8001008551,0.183344093,134167,0.243613139,1549,0.480955455,0.519044545,0.227189781,0.057692308,3.72,1,0,0,0,0
325,14000US08001060000,8001060000,0.084062728,116754,0.226348808,5484,0.522064187,0.477935813,0.179171895,0.284210526,2.89,0,0,0,0,0
326,14000US08001007801,8001007801,0.601885424,32744,0.289110958,4137,0.512206913,0.487793087,0.337698139,0.91640625,3.18,9,10,9,0,11.11
327,14000US08001008539,8001008539,0.182099344,91351,0.23380035,10670,0.523055295,0.476944705,0.154261529,0.140275953,3.51,4,5,4,0,25
328,14000US08001009326,8001009326,0.159500184,77969,0.234578627,2721,0.45938993,0.54061007,0.315812337,0.246527778,2.36,1,2,2,-50,0
329,14000US08123001902,8123001902,0.095459837,70865,0.28042328,7731,0.542749968,0.457250032,0.27479092,0.147149461,2.98,0,0,0,0,0
331,14000US08014030700,8014030700,0.082344968,93203,0.230182281,2951,0.487292443,0.512707557,0.262399322,0.310233683,2.38,0,0,0,0,0
332,14000US08014030400,8014030400,0.056756053,135563,0.260402685,3841,0.486071336,0.513928664,0.262751678,0.087435709,2.82,0,0,0,0,0
333,14000US08031003202,8031003202,0.088855422,58125,0.225806452,3320,0.481024096,0.518975904,0.188224241,0.696693819,1.53,6,7,6,0,16.67
334,14000US08031003203,8031003203,0.048747461,177813,0.303342963,2954,0.502369668,0.497630332,0.238134544,0.236111111,2.28,9,14,10,-10,40
335,14000US08031003300,8031003300,0.120720189,135875,0.267465753,3388,0.505608028,0.494391972,0.147945205,0.349011588,2.31,8,8,7,14.29,14.29
336,14000US08031003401,8031003401,0.060100814,98144,0.285653105,2579,0.430787127,0.569212873,0.30620985,0.264468864,1.89,6,7,5,20,40
337,14000US08014030100,8014030100,0.137254902,64318,0.202883075,2346,0.484228474,0.515771526,0.285638014,0.404139434,2.56,0,1,1,-100,0
338,14000US08014030000,8014030000,0.122204473,65959,0.285160381,3756,0.513844515,0.486155485,0.232992598,0.477133106,2.56,0,1,1,-100,0
339,14000US08014030300,8014030300,0.109739737,62897,0.259756878,3727,0.478669171,0.521330829,0.267754319,0.593656493,2.14,2,5,3,-33.33,66.67
341,14000US08005007702,8005007702,0.457591378,57202,0.229473039,4268,0.542877226,0.457122774,0.253982843,0.376329787,2.84,14,16,13,7.69,23.08
342,14000US08005007704,8005007704,0.662959968,47152,0.288558535,4946,0.471896482,0.528103518,0.242367932,0.652057723,2.64,6,7,6,0,16.67
343,14000US08031004601,8031004601,0.140870507,49848,0.1475719,5537,0.475889471,0.524110529,0.394860915,0.310928681,2.84,9,10,9,0,11.11
344,14000US08031003402,8031003402,0.040008512,154073,0.262076328,4699,0.511811024,0.488188976,0.248198559,0.180976864,2.41,13,14,11,18.18,27.27
345,14000US08031003602,8031003602,0.426686851,46679,0.219270981,4624,0.497404844,0.502595156,0.292455496,0.483205657,2.72,22,25,22,0,13.64
346,14000US08013013302,8013013302,0.051854729,70459,0.311394672,5149,0.498349194,0.501650806,0.247817327,0.411839864,2.19,9,13,11,-18.18,18.18
347,14000US08013013305,8013013305,0.104178377,67438,0.295046662,5337,0.521828743,0.478171257,0.229002154,0.318862275,2.66,2,3,2,0,50
348,14000US08013013307,8013013307,0.153450051,58504,0.279348494,3884,0.454943357,0.545056643,0.354947757,0.455743879,2.38,3,4,3,0,33.33
349,14000US08013013308,8013013308,0.060510467,44470,0.225401256,3487,0.449096645,0.550903355,0.377878576,0.417253521,1.97,2,4,2,0,100
350,14000US08013013401,8013013401,0.156276932,40457,0.321167883,3481,0.516518242,0.483481758,0.247406838,0.684745763,2.33,9,11,9,0,22.22
