TARGET_FID_12,GEOID_D,FIPS,Proportion of POC,Median Household Income,Proportion Unemployed,Total Population,Proportion Male,Proportion Female,Proportion Did Not Work,Proportion of Renters,Average Household Size,FREQSEP20D,FREQAUG19D,FREQPAND_1,PCT_Change_SEP,PCT_Change_AUG
351,14000US08013013208,8013013208,0.07411668,72383,0.254796163,6085,0.455546426,0.544453574,0.386091127,0.338521401,2.34,1,1,1,0,0
352,14000US08013013210,8013013210,0.143904321,63781,0.195186522,5184,0.540895062,0.459104938,0.325391095,0.342032204,2.87,12,18,14,-14.29,28.57
353,14000US08013013211,8013013211,0.056603774,118603,0.260255845,6148,0.458035133,0.541964867,0.191442435,0.237150586,2.77,7,11,9,-22.22,22.22
354,14000US08013013402,8013013402,0.155468657,70420,0.274635751,8439,0.432634198,0.567365802,0.244555851,0.367945824,2.72,2,3,2,0,50
355,14000US08013013701,8013013701,0.101523657,105313,0.295685984,6235,0.570328789,0.429671211,0.344565821,0.178895613,2.28,6,6,6,0,0
356,14000US08013012103,8013012103,0.100232498,92862,0.271380056,3871,0.470162749,0.529837251,0.300401358,0.288260602,2.36,5,7,6,-16.67,16.67
357,14000US08013013702,8013013702,0.048341858,91648,0.36353189,6061,0.509651873,0.490348127,0.203600843,0.263234228,2.19,7,7,6,16.67,16.67
358,14000US08013012710,8013012710,0.103906899,118309,0.306274256,3609,0.502909393,0.497090607,0.318240621,0.166125892,2.34,27,33,27,0,22.22
359,14000US08013012707,8013012707,0.125698324,93438,0.372262774,2506,0.59896249,0.40103751,0.318734793,0.072213501,2.87,14,22,17,-17.65,29.41
360,14000US08013012605,8013012605,0.237151703,37708,0.504957039,1615,0.630959752,0.369040248,0.206873761,0.792479109,2.21,8,11,9,-11.11,22.22
361,14000US08013012201,8013012201,0.082202505,60357,0.490893808,3832,0.536012526,0.463987474,0.197254133,0.62195122,2.23,2,3,2,0,50
362,14000US08013013201,8013013201,0.044091711,94444,0.305167598,1701,0.461493239,0.538506761,0.295391061,0.122186495,2.66,1,2,1,0,100
363,14000US08013013601,8013013601,0.078780178,96821,0.242204724,3935,0.495806861,0.504193139,0.327559055,0.214511041,2.48,0,1,0,0,0
364,14000US08013012800,8013012800,0.074924668,134028,0.246972837,12279,0.509894943,0.490105057,0.222755536,0.080207305,3.03,9,11,9,0,22.22
365,14000US08013060700,8013060700,0.089664167,105896,0.274595022,3067,0.491033583,0.508966417,0.282892137,0.241835148,2.38,0,0,0,0,0
366,14000US08013013602,8013013602,0.02182285,87955,0.285714286,779,0.512195122,0.487804878,0.344877345,0.166666667,1.97,0,0,0,0,0
367,14000US08013013306,8013013306,0.147990256,54011,0.325923942,4926,0.500609013,0.499390987,0.253883235,0.492424242,2.76,4,7,5,-20,40
368,14000US08014031200,8014031200,0.125620207,72455,0.277675519,4434,0.50067659,0.49932341,0.196949776,0.583974649,2.01,5,7,6,-16.67,16.67
369,14000US08031004801,8031004801,0.241140882,71875,0.260052612,3471,0.518870642,0.481129358,0.341225103,0.118222222,3.09,8,11,9,-11.11,22.22
370,14000US08031001902,8031001902,0.08801956,125625,0.470660147,818,0.490220049,0.509779951,0.449877751,0.2,1.75,61,65,59,3.39,10.17
371,14000US08031005001,8031005001,0.217702448,68694,0.2837189,2655,0.464783427,0.535216573,0.322130074,0.263926941,2.28,16,19,16,0,18.75
372,14000US08035014133,8035014133,0.062923829,136176,0.304489796,6341,0.509383378,0.490616622,0.211428571,0.116791745,2.97,2,5,3,-33.33,66.67
373,14000US08123002008,8123002008,0.097476225,120156,0.225146946,5468,0.486100951,0.513899049,0.240224891,0.163627153,2.75,0,0,0,0,0
374,14000US08123002016,8123002016,0.123380629,67422,0.18595679,3242,0.486736582,0.513263418,0.283950617,0.21334504,2.85,0,0,0,0,0
375,14000US08123002020,8123002020,0.093788492,110607,0.229946524,5683,0.49480908,0.50519092,0.18105424,0.077473182,3.39,0,0,0,0,0
376,14000US08123002021,8123002021,0.097101449,90000,0.197802198,690,0.557971014,0.442028986,0.399267399,0.093023256,2.67,0,0,0,0,0
377,14000US08123001905,8123001905,0.116384647,63504,0.250215208,4846,0.547255468,0.452744532,0.269727403,0.258042437,3.32,0,0,0,0,0
378,14000US08123002011,8123002011,0.101449275,113661,0.172991071,1380,0.551449275,0.448550725,0.237723214,0.042959427,3.29,0,0,0,0,0
379,14000US08123002015,8123002015,0.12900641,96250,0.200442968,1248,0.524839744,0.475160256,0.160575858,0.107317073,3.04,0,0,0,0,0
380,14000US08123002017,8123002017,0,145938,0.202839757,626,0.517571885,0.482428115,0.269776876,0.036866359,2.88,0,0,0,0,0
381,14000US08123001908,8123001908,0.147284123,59643,0.197113216,2872,0.490598886,0.509401114,0.314388814,0.335892514,2.75,0,0,0,0,0
382,14000US08123002012,8123002012,0.180480248,120083,0.235839341,1291,0.527498064,0.472501936,0.192584964,0.014634146,3.15,0,0,0,0,0
383,14000US08001008533,8001008533,0.176887369,73633,0.180269349,8186,0.500855118,0.499144882,0.206230732,0.52857626,2.74,4,4,3,33.33,33.33
384,14000US08001008534,8001008534,0.089363385,95572,0.295647413,5058,0.49881376,0.50118624,0.167259786,0.085735403,3.74,1,2,2,-50,0
385,14000US08001008603,8001008603,0.090045023,37688,0.202720207,1999,0.449224612,0.550775388,0.375,0.632467532,2.6,0,0,0,0,0
386,14000US08001008604,8001008604,0.147435897,66719,0.285306391,5304,0.595776772,0.404223228,0.33077092,0.302447552,3.35,1,1,1,0,0
387,14000US08001008605,8001008605,0.052694325,66474,0.193768546,4194,0.547448736,0.452551264,0.341543027,0.442520776,2.9,1,1,1,0,0
388,14000US08001008606,8001008606,0.193988224,53246,0.237637638,6454,0.503408739,0.496591261,0.323123123,0.588785047,2.62,6,3,3,100,0
389,14000US08031008388,8031008388,0.483976043,62875,0.218759019,9517,0.474204056,0.525795944,0.207647908,0.449514563,3.08,32,36,32,0,12.5
390,14000US08001008523,8001008523,0.076932295,100328,0.244161986,8345,0.544397843,0.455602157,0.225835058,0.175174825,2.92,7,5,4,75,25
391,14000US08001009309,8001009309,0.198546002,50792,0.207677785,3989,0.469791928,0.530208072,0.286658276,0.45,2.46,2,3,2,0,50
392,14000US08001008537,8001008537,0.13957907,90398,0.203154181,6842,0.498392283,0.501607717,0.260012451,0.116959064,3.64,2,1,1,100,0
393,14000US08001008705,8001008705,0.130521002,46139,0.347255949,5547,0.498107085,0.501892915,0.324186498,0.416953825,3.76,13,19,18,-27.78,5.56
394,14000US08001008901,8001008901,0.180930931,49079,0.295107838,2664,0.524024024,0.475975976,0.409784324,0.330136986,3.55,16,11,10,60,10
395,14000US08001009321,8001009321,0.210348414,48772,0.294850771,3846,0.453458138,0.546541862,0.214496556,0.468701095,3.01,3,4,3,0,33.33
396,14000US08001007900,8001007900,0.501759324,41738,0.266361886,5684,0.52234342,0.47765658,0.227622714,0.653886555,2.98,24,27,23,4.35,17.39
397,14000US08001008401,8001008401,0.114012739,70871,0.223573939,4710,0.505944798,0.494055202,0.307380373,0.223436551,2.86,0,0,0,0,0
398,14000US08001008802,8001008802,0.217408124,47069,0.265143172,5170,0.553384913,0.446615087,0.339482379,0.300341297,4.16,9,15,14,-35.71,7.14
399,14000US08001008353,8001008353,0.390792968,68697,0.275832911,7907,0.500442646,0.499557354,0.183663115,0.211792087,3.07,14,17,15,-6.67,13.33
400,14000US08001009103,8001009103,0.081068416,49044,0.222840314,4268,0.470946579,0.529053421,0.345549738,0.200537153,3.82,1,2,2,-50,0
401,14000US08001009408,8001009408,0.110512129,102500,0.265798226,4823,0.468380676,0.531619324,0.207317073,0.244656918,2.71,6,10,7,-14.29,42.86
402,14000US08001009606,8001009606,0.159497526,44924,0.297374702,2627,0.486486486,0.513513514,0.226252983,0.600185529,2.44,13,15,12,8.33,25
404,14000US08001008706,8001008706,0.242159383,52805,0.251949318,5835,0.481062554,0.518937446,0.356968811,0.425062972,3.62,9,16,15,-40,6.67
405,14000US08001008801,8001008801,0.190557452,44222,0.277382646,5274,0.489002655,0.510997345,0.349075391,0.423459245,3.47,9,15,14,-35.71,7.14
406,14000US08001009001,8001009001,0.23109151,48993,0.293676003,4535,0.512679162,0.487320838,0.274906151,0.330399458,3.05,13,16,14,-7.14,14.29
407,14000US08001009002,8001009002,0.224821376,54667,0.268460914,10217,0.50827053,0.49172947,0.210305653,0.409426987,3.15,7,5,5,40,0
408,14000US08001009101,8001009101,0.090432228,64479,0.263532764,4766,0.476080571,0.523919429,0.268376068,0.156764495,3.41,4,4,4,0,0
409,14000US08001009104,8001009104,0.137613141,63750,0.271166229,5966,0.49715052,0.50284948,0.22394467,0.290493893,3.17,4,3,2,100,50
410,14000US08001009202,8001009202,0.114278982,59250,0.226161369,4244,0.479500471,0.520499529,0.297677262,0.325448029,3.04,8,12,12,-33.33,0
411,14000US08001009203,8001009203,0.153074866,41761,0.22723201,4488,0.584893048,0.415106952,0.221857271,0.959325973,2.55,21,30,27,-22.22,11.11
412,14000US08001009204,8001009204,0.302208034,71204,0.221374046,7518,0.504921522,0.495078478,0.210964608,0.428951368,2.86,2,3,3,-33.33,0
413,14000US08001009304,8001009304,0.131200821,55152,0.218380549,5846,0.483407458,0.516592542,0.256747714,0.427509294,2.71,7,12,11,-36.36,9.09
414,14000US08001009306,8001009306,0.083122718,60455,0.186244467,3561,0.525975849,0.474024151,0.27340824,0.21187801,2.85,4,6,5,-20,20
415,14000US08093000200,8093000200,0.093218186,73933,0.219309068,3937,0.529083058,0.470916942,0.310302283,0.202434337,2.51,0,0,0,0,0
416,14000US08001009307,8001009307,0.15035497,60264,0.227977565,3944,0.492393509,0.507606491,0.309468822,0.464019851,3.26,7,8,7,0,14.29
417,14000US08001009308,8001009308,0.147416413,61488,0.242357477,4606,0.528224056,0.471775944,0.286422473,0.336023478,3.38,2,3,2,0,50
418,14000US08093000100,8093000100,0.055965362,70270,0.208191126,6236,0.495670301,0.504329699,0.336746303,0.121153097,2.43,0,0,0,0,0
419,14000US08001009310,8001009310,0.148619958,54187,0.252371039,5652,0.530077849,0.469922151,0.292389544,0.480999479,2.94,3,4,3,0,33.33
420,14000US08001009316,8001009316,0.041283775,46432,0.30435575,7291,0.447949527,0.552050473,0.294332058,0.233695652,3.3,9,11,10,-10,10
421,14000US08001009318,8001009318,0.106370009,37952,0.32800691,6562,0.485065529,0.514934471,0.218959188,0.566297118,2.9,7,9,8,-12.5,12.5
422,14000US08001009319,8001009319,0.096951891,38433,0.261677282,2723,0.524054352,0.475945648,0.309447983,0.510520487,3.02,6,7,6,0,16.67
423,14000US08035014005,8035014005,0.082877248,97625,0.212426532,5116,0.498631744,0.501368256,0.246851385,0.219553073,2.86,0,1,0,0,0
424,14000US08059011728,8059011728,0.17344456,83981,0.202114165,2877,0.494612444,0.505387556,0.353488372,0.105403012,2.55,1,2,2,-50,0
425,14000US08059011729,8059011729,0.137326349,58902,0.223474437,4391,0.477340014,0.522659986,0.230071468,0.53458498,2.17,4,5,4,0,25
426,14000US08059011730,8059011730,0.179644049,53260,0.265353805,3596,0.502502781,0.497497219,0.201935915,0.502752294,2.2,0,1,0,0,0
427,14000US08059011731,8059011731,0.122878479,72566,0.219732167,4419,0.46548993,0.53451007,0.200601257,0.55358001,2.12,0,3,1,-100,200
428,14000US08123002502,8123002502,0.076653526,72463,0.178931356,6849,0.524018105,0.475981895,0.337326488,0.246265472,2.91,0,0,0,0,0
429,14000US08123001800,8123001800,0.064981949,64023,0.22985244,4432,0.503158845,0.496841155,0.305902384,0.225625,2.77,0,0,0,0,0
430,14000US08031000201,8031000201,0.094025974,55541,0.188278166,3850,0.520779221,0.479220779,0.350136654,0.339925834,2.31,12,13,12,0,8.33
431,14000US08031003003,8031003003,0.137910268,57981,0.454987047,3321,0.520325203,0.479674797,0.22376943,0.494063927,2.01,16,19,16,0,18.75
432,14000US08031004201,8031004201,0.134331462,107662,0.261425462,4809,0.478893741,0.521106259,0.225244831,0.206791688,2.43,26,30,26,0,15.38
433,14000US08031000402,8031000402,0.106296938,87667,0.240183793,5193,0.487386867,0.512613133,0.15037594,0.567359249,1.72,20,24,21,-4.76,14.29
434,14000US08031007006,8031007006,0.434339623,42133,0.264137931,5300,0.532264151,0.467735849,0.18045977,1,2.14,7,8,7,0,14.29
435,14000US08031012010,8031012010,0.175312382,70273,0.250223015,5282,0.467815222,0.532184778,0.267172168,0.350572444,2.09,12,13,12,0,8.33
436,14000US08031000303,8031000303,0.052015312,92133,0.253968254,4441,0.480747579,0.519252421,0.255820106,0.335185185,2.01,12,14,12,0,16.67
437,14000US08031002703,8031002703,0.172743225,46076,0.288135593,5129,0.530512771,0.469487229,0.114608555,0.821469907,1.47,14,16,14,0,14.29
438,14000US08059011803,8059011803,0.102774158,61653,0.209082931,5371,0.50698194,0.49301806,0.28411584,0.315217391,2.65,14,15,14,0,7.14
439,14000US08059011804,8059011804,0.12007291,69792,0.209767814,4389,0.437912964,0.562087036,0.377101681,0.190647482,2.63,12,13,12,0,8.33
440,14000US08059011951,8059011951,0.100031066,71782,0.192633517,3219,0.489282386,0.510717614,0.303867403,0.207697894,2.34,7,8,7,0,14.29
441,14000US08031003902,8031003902,0.079521163,116310,0.220592306,4678,0.54232578,0.45767422,0.246609466,0.212418301,2.49,9,11,9,0,22.22
442,14000US08031004002,8031004002,0.091225022,110571,0.187726943,3453,0.479872575,0.520127425,0.34422658,0.137853949,2.56,4,5,4,0,25
443,14000US08031004003,8031004003,0.166744294,78784,0.217861976,4294,0.490917559,0.509082441,0.258998647,0.297862002,2.09,8,15,11,-27.27,36.36
444,14000US08031004004,8031004004,0.112862227,77731,0.213429257,1967,0.466192171,0.533807829,0.302757794,0.150943396,2.18,12,18,15,-20,20
445,14000US08059012023,8059012023,0.138809388,89650,0.257720588,3494,0.467086434,0.532913566,0.263602941,0.096824167,2.71,0,1,0,0,0
446,14000US08059012024,8059012024,0.06679353,111944,0.24661913,5255,0.503901047,0.496098953,0.25670027,0.14476386,2.7,0,1,0,0,0
447,14000US08031004202,8031004202,0.200127065,122500,0.338965952,4722,0.48369335,0.51630665,0.250945776,0.168870192,2.52,27,31,27,0,14.81
448,14000US08031004301,8031004301,0.188909202,46871,0.268943678,4923,0.488523258,0.511476742,0.176656865,0.669134971,1.64,22,23,22,0,4.55
449,14000US08031004302,8031004302,0.06866614,89872,0.228229665,2534,0.460931334,0.539068666,0.181339713,0.25877551,2.04,10,13,11,-9.09,18.18
450,14000US08031004005,8031004005,0.197878788,57555,0.366796621,3300,0.504242424,0.495757576,0.220597791,0.715517241,2,8,9,8,0,12.5
451,14000US08031004006,8031004006,0.172695688,80298,0.301346389,4893,0.483956673,0.516043327,0.317258262,0.465542169,2.26,8,9,8,0,12.5
452,14000US08031004101,8031004101,0.501663202,37294,0.32669214,4810,0.441787942,0.558212058,0.309224891,0.685027541,2.3,37,36,33,12.12,9.09
453,14000US08031004303,8031004303,0.093911757,209000,0.195097038,4057,0.432832142,0.567167858,0.336738168,0.079710145,2.67,13,15,13,0,15.38
454,14000US08059012038,8059012038,0.095861148,88194,0.254934761,3745,0.499599466,0.500400534,0.209100033,0.093610698,2.78,0,0,0,0,0
455,14000US08059012039,8059012039,0.06577961,91596,0.27666818,5336,0.507683658,0.492316342,0.171811167,0.176139273,2.73,0,0,0,0,0
456,14000US08059012041,8059012041,0.136512308,89094,0.28895966,5809,0.474608366,0.525391634,0.251592357,0.104400749,2.71,0,1,1,-100,0
457,14000US08059012043,8059012043,0.082344731,106577,0.260143198,5732,0.485519888,0.514480112,0.212410501,0.111992534,2.67,0,0,0,0,0
458,14000US08031000702,8031000702,0.213541667,32572,0.230314961,5568,0.479885057,0.520114943,0.286663386,0.755052936,2.63,31,38,33,-6.06,15.15
459,14000US08031000800,8031000800,0.480848153,9766,0.337209302,1462,0.501367989,0.498632011,0.502906977,0.886021505,3.11,41,47,42,-2.38,11.9
460,14000US08031000902,8031000902,0.158221797,56042,0.182002432,6276,0.533460803,0.466539197,0.320429672,0.364259357,3.31,12,15,13,-7.69,15.38
461,14000US08031000903,8031000903,0.087917042,43594,0.213254727,6654,0.496242861,0.503757139,0.355763367,0.49519474,3.37,18,23,20,-10,15
462,14000US08059012046,8059012046,0.129223744,78708,0.268111808,2190,0.447488584,0.552511416,0.261836851,0.076830732,2.63,1,1,1,0,0
463,14000US08059012047,8059012047,0.066907776,75946,0.302188552,4424,0.526220615,0.473779385,0.182379349,0.259779951,2.7,0,0,0,0,0
464,14000US08059012048,8059012048,0.043263288,80000,0.177134446,2427,0.451998352,0.548001648,0.438665358,0.314595661,2.39,0,0,0,0,0
465,14000US08059012049,8059012049,0.074074074,113333,0.233225806,3969,0.489292013,0.510707987,0.282580645,0.057803468,2.87,1,1,1,0,0
466,14000US08059012051,8059012051,0.064389698,107440,0.24343506,3572,0.50055991,0.49944009,0.345280341,0.072373541,2.75,0,1,0,0,0
467,14000US08059012053,8059012053,0.073770492,95486,0.195797517,3904,0.509733607,0.490266393,0.281439032,0.065539112,2.74,0,1,0,0,0
468,14000US08059012054,8059012054,0.096153846,105714,0.287417634,3900,0.452564103,0.547435897,0.250705993,0.151088348,2.5,6,11,8,-25,37.5
469,14000US08059012044,8059012044,0.169663985,102024,0.241622575,4226,0.543776621,0.456223379,0.164315109,0.372327044,2.66,3,5,3,0,66.67
470,14000US08059012055,8059012055,0.046867168,85966,0.258859784,3990,0.538095238,0.461904762,0.272419106,0.20126183,2.51,0,1,0,0,0
471,14000US08059012057,8059012057,0.101392663,79118,0.26750154,5888,0.480808424,0.519191576,0.20673373,0.174114022,2.26,0,0,0,0,0
472,14000US08059009900,8059009900,0.092976045,64671,0.406347787,2463,0.546488023,0.453511977,0.20786768,0.458870168,2.38,8,10,9,-11.11,11.11
473,14000US08059012026,8059012026,0.042874396,96938,0.274936525,3312,0.468900966,0.531099034,0.278926369,0.261802575,2.35,0,0,0,0,0
474,14000US08059012036,8059012036,0.048514097,145774,0.259683395,3937,0.450596901,0.549403099,0.261367464,0.054480287,2.82,0,0,0,0,0
475,14000US08031000905,8031000905,0.199622908,60242,0.20071048,4243,0.523214707,0.476785293,0.281527531,0.335191083,3.38,13,18,15,-13.33,20
476,14000US08031001000,8031001000,0.157017544,42917,0.159492103,4560,0.514473684,0.485526316,0.384639207,0.447647951,3.46,16,20,17,-5.88,17.65
477,14000US08031001101,8031001101,0.286199095,55568,0.226607539,2652,0.554675716,0.445324284,0.232372506,0.489593657,2.53,13,15,13,0,15.38
478,14000US08031001102,8031001102,0.176537327,87917,0.260626993,4407,0.539142274,0.460857726,0.138150903,0.623870661,2.08,15,17,16,-6.25,6.25
479,14000US08031003603,8031003603,0.442290749,64539,0.2387748,3405,0.51835536,0.48164464,0.237034459,0.293672627,2.34,15,20,17,-11.76,17.65
480,14000US08059011904,8059011904,0.115565032,55750,0.222541966,2345,0.398294243,0.601705757,0.306954436,0.378737542,1.92,13,16,13,0,23.08
482,14000US08005007400,8005007400,0.422686126,49107,0.231954791,5413,0.5043414,0.4956586,0.3025944,0.401972873,3.33,11,15,12,-8.33,25
483,14000US08005007600,8005007600,0.548267654,36056,0.284829721,3781,0.503570484,0.496429516,0.360853113,0.693993506,3.06,10,12,10,0,20
484,14000US08059009847,8059009847,0.013405681,116379,0.260973663,3133,0.47462496,0.52537504,0.303671189,0.110328638,2.45,0,0,0,0,0
485,14000US08059012034,8059012034,0.028206493,165139,0.265358636,3758,0.491750931,0.508249069,0.337729173,0.006333568,2.64,0,0,0,0,0
486,14000US08059009837,8059009837,0.07336594,142361,0.265518266,4498,0.5,0.5,0.229284229,0.091881687,2.82,0,1,0,0,0
487,14000US08059009828,8059009828,0.107305138,82750,0.246063405,5722,0.539321915,0.460678085,0.293512492,0.137836604,2.59,4,4,4,0,0
488,14000US08059012058,8059012058,0.083354511,114676,0.246041799,3935,0.517662008,0.482337992,0.245725142,0.143580013,2.48,0,0,0,0,0
489,14000US08059012027,8059012027,0.082056194,110556,0.242245199,3132,0.497445722,0.502554278,0.317946824,0.077759197,2.5,0,0,0,0,0
490,14000US08059010403,8059010403,0.094654788,52416,0.267423736,5388,0.527654046,0.472345954,0.244488978,0.700079239,2.13,13,15,14,-7.14,7.14
491,14000US08059012050,8059012050,0.16058029,85030,0.225971678,3998,0.482491246,0.517508754,0.264838807,0.433769187,2.27,8,7,8,0,-12.5
492,14000US08059010603,8059010603,0.143989071,63364,0.271090047,3660,0.480327869,0.519672131,0.238862559,0.500572738,2.04,17,20,18,-5.56,11.11
493,14000US08059012045,8059012045,0.078212291,97940,0.258246347,6086,0.508051265,0.491948735,0.228392484,0.103290676,2.78,2,3,3,-33.33,0
494,14000US08059012030,8059012030,0.047144593,91429,0.281510107,4115,0.547752126,0.452247874,0.244946492,0.22039072,2.51,0,0,0,0,0
495,14000US08059012035,8059012035,0.041795069,155231,0.279832347,5192,0.523882897,0.476117103,0.28969428,0.003908431,2.9,0,1,0,0,0
496,14000US08059009841,8059009841,0.036433776,97054,0.245804541,2333,0.483497643,0.516502357,0.292694965,0.142541436,2.58,1,1,0,0,0
497,14000US08059009815,8059009815,0.029263747,117813,0.299065421,5365,0.505312209,0.494687791,0.23364486,0.1128097,2.83,1,2,2,-50,0
498,14000US08059011702,8059011702,0.14302782,77278,0.161184211,5859,0.512544803,0.487455197,0.343653251,0.172608696,2.51,7,10,8,-12.5,25
499,14000US08005007201,8005007201,0.55596196,42067,0.234409978,4101,0.464277006,0.535722994,0.340262232,0.653029111,3.09,9,10,9,0,11.11
500,14000US08005007202,8005007202,0.421698576,37250,0.237846656,4074,0.513500245,0.486499755,0.296900489,0.645971914,3.01,6,7,6,0,16.67
501,14000US08031003201,8031003201,0.077492075,63438,0.310500565,5678,0.537689327,0.462310673,0.147911178,0.639718805,1.66,10,11,9,11.11,22.22
502,14000US08059060500,8059060500,0.123476631,126313,0.217980296,7467,0.505289942,0.494710058,0.232582688,0.212804006,2.64,3,4,3,0,33.33
503,14000US08059010701,8059010701,0.061776955,56117,0.232048574,4322,0.494447015,0.505552985,0.324709609,0.473249027,2.06,15,17,15,0,13.33
504,14000US08059012032,8059012032,0.057860678,100929,0.344377042,2627,0.535972592,0.464027408,0.279981335,0.055555556,2.52,0,0,0,0,0
505,14000US08059009846,8059009846,0.038230241,123750,0.230769231,4656,0.49742268,0.50257732,0.352427714,0.072736787,2.44,0,0,0,0,0
506,14000US08059009845,8059009845,0.043846899,157422,0.260499266,4128,0.505571705,0.494428295,0.31277533,0.079590677,2.35,0,0,0,0,0
507,14000US08059009848,8059009848,0.067198178,124716,0.229302559,2634,0.484813971,0.515186029,0.399397893,0.243876464,2.71,0,0,0,0,0
508,14000US08059009806,8059009806,0.06202144,101033,0.233058898,3918,0.46273609,0.53726391,0.317922736,0.176096631,2.48,0,2,1,-100,100
509,14000US08059009808,8059009808,0.07236506,100962,0.287772664,5873,0.521368977,0.478631023,0.22273364,0.270510836,2.27,0,1,1,-100,0
511,14000US08059009829,8059009829,0.108260646,115536,0.229017567,1949,0.502308876,0.497691124,0.238776838,0.053900709,2.76,1,1,1,0,0
512,14000US08059010306,8059010306,0.07221665,64432,0.314408771,2991,0.502173186,0.497826814,0.309318716,0.341872792,2.62,5,6,5,0,20
513,14000US08059012033,8059012033,0.043862752,111898,0.219298246,2827,0.503714185,0.496285815,0.238512949,0.075313808,2.37,0,0,0,0,0
514,14000US08059012022,8059012022,0.049017933,105528,0.292652027,5855,0.474295474,0.525704526,0.205025338,0.168122271,2.56,0,2,1,-100,100
515,14000US08059011723,8059011723,0.124345189,52731,0.209019092,3627,0.53101737,0.46898263,0.246543779,0.594167679,2.18,0,2,1,-100,100
516,14000US08059009840,8059009840,0.035863874,74975,0.226213592,3820,0.497120419,0.502879581,0.324919094,0.325141777,2.35,0,1,0,0,0
517,14000US08059009843,8059009843,0.030758226,110208,0.232419182,8388,0.521578445,0.478421555,0.260916194,0.233806292,2.58,2,3,2,0,50
518,14000US08059012031,8059012031,0.040811339,123750,0.230932203,4092,0.529081134,0.470918866,0.289043584,0.08534202,2.67,0,0,0,0,0
519,14000US08059012037,8059012037,0.027195467,97917,0.260484928,3530,0.509348442,0.490651558,0.260157274,0.097333333,2.35,0,0,0,0,0
520,14000US08059012042,8059012042,0.063429914,100929,0.253701876,3831,0.513703994,0.486296006,0.279368213,0.06853353,2.81,0,2,1,-100,100
521,14000US08059009839,8059009839,0.071008403,108029,0.254263566,2380,0.544957983,0.455042017,0.249095607,0.016412661,2.79,0,1,0,0,0
522,14000US08059009842,8059009842,0.044046983,128156,0.206955923,3746,0.506139883,0.493860117,0.365702479,0.102491103,2.67,0,0,0,0,0
523,14000US08059010000,8059010000,0.110932763,46434,0.508140856,5607,0.64972356,0.35027644,0.292692162,0.669760247,2.3,15,19,16,-6.25,18.75
524,14000US08059010100,8059010100,0.04938989,77852,0.319937486,5163,0.539221383,0.460778617,0.243357892,0.521845852,2.42,12,17,15,-20,13.33
525,14000US08059010205,8059010205,0.015295577,101042,0.202427184,2419,0.508474576,0.491525424,0.382038835,0.130658436,2.48,2,3,2,0,50
526,14000US08059012052,8059012052,0.051219051,94792,0.219067897,5291,0.477603478,0.522396522,0.202980837,0.120818772,2.64,0,1,0,0,0
527,14000US08059009807,8059009807,0.064829822,71204,0.242567568,1851,0.491626148,0.508373852,0.305405405,0.377723971,2.24,5,7,6,-16.67,16.67
528,14000US08059060400,8059060400,0.116011236,97000,0.263122018,3560,0.534831461,0.465168539,0.217791411,0.145579268,2.71,4,9,6,-33.33,50
529,14000US08059009827,8059009827,0.174526085,74211,0.260175579,6383,0.485665048,0.514334952,0.236831604,0.276508972,2.6,2,5,3,-33.33,66.67
