TARGET_FID_12,GEOID_D,FIPS,Proportion of POC,Median Household Income,Proportion Unemployed,Total Population,Proportion Male,Proportion Female,Proportion Did Not Work,Proportion of Renters,Average Household Size,FREQSEP20D,FREQAUG19D,FREQPAND_1,PCT_Change_SEP,PCT_Change_AUG
530,14000US08059009830,8059009830,0.103992572,61250,0.286186021,2154,0.444753946,0.555246054,0.223995597,0.230843841,2.09,2,3,3,-33.33,0
531,14000US08059010206,8059010206,0.044964029,85286,0.204216488,3892,0.505909558,0.494090442,0.287916929,0.259574468,2.36,4,5,4,0,25
532,14000US08059010208,8059010208,0.09185768,76825,0.260378965,5846,0.48272323,0.51727677,0.301469023,0.229035167,2.63,7,9,8,-12.5,12.5
533,14000US08059010209,8059010209,0.128768368,63294,0.273496241,6601,0.448871383,0.551128617,0.258834586,0.242868157,2.54,3,5,3,0,66.67
534,14000US08059010210,8059010210,0.114315407,93095,0.196567863,3849,0.499090673,0.500909327,0.295163807,0.182539683,2.53,1,1,1,0,0
535,14000US08059010211,8059010211,0.110715264,62823,0.202600958,3649,0.450534393,0.549465607,0.406570842,0.495702006,2.5,6,6,6,0,0
536,14000US08059010212,8059010212,0.107451923,68125,0.234918794,4160,0.505769231,0.494230769,0.251450116,0.333532934,2.46,3,4,3,0,33.33
537,14000US08059010213,8059010213,0.093271555,56397,0.247597931,4964,0.486704271,0.513295729,0.287755605,0.270284793,2.64,5,6,6,-16.67,0
538,14000US08059010303,8059010303,0.067501361,79309,0.240008881,5511,0.497550354,0.502449646,0.306616341,0.278532609,2.49,1,1,1,0,0
539,14000US08059009831,8059009831,0.23490965,68533,0.276106934,2601,0.501345636,0.498654364,0.113617377,1,2.04,15,25,17,-11.76,47.06
540,14000US08059009832,8059009832,0.124679135,75703,0.214638527,2727,0.525119179,0.474880821,0.242478671,0.271975181,2.81,6,10,6,0,66.67
541,14000US08059009833,8059009833,0.114856852,68947,0.246352647,5903,0.428765035,0.571234965,0.288036682,0.270597738,2.38,4,6,5,-20,20
542,14000US08059009834,8059009834,0.08183776,64504,0.225205479,4179,0.480258435,0.519741565,0.235068493,0.256472887,2.04,3,4,4,-25,0
543,14000US08059009835,8059009835,0.034464475,101975,0.237864078,3772,0.472163309,0.527836691,0.309708738,0.035343035,2.61,2,3,2,0,50
544,14000US08059009836,8059009836,0.072132724,114342,0.163037081,4159,0.478239962,0.521760038,0.322248381,0.043650794,2.75,0,0,0,0,0
545,14000US08059010304,8059010304,0.079103955,78281,0.218342448,2857,0.497374869,0.502625131,0.313420278,0.320319432,2.54,3,5,4,-25,25
546,14000US08059010305,8059010305,0.103558152,60593,0.240124417,3766,0.524163569,0.475836431,0.246345257,0.421210306,2.25,10,13,10,0,30
547,14000US08059010307,8059010307,0.118549512,50645,0.245045916,5019,0.466029089,0.533970911,0.256887385,0.596351731,2.34,4,5,4,0,25
548,14000US08059010308,8059010308,0.086634081,83769,0.201409034,5933,0.492836676,0.507163324,0.263572317,0.287665729,2.37,18,24,20,-10,20
549,14000US08059010402,8059010402,0.070993489,48013,0.261915998,4761,0.411468179,0.588531821,0.240915526,0.557616417,1.8,3,7,6,-50,16.67
550,14000US08059010405,8059010405,0.096904937,43045,0.293577982,2714,0.465364775,0.534635225,0.252075142,0.889659521,1.71,18,21,20,-10,5
551,14000US08059010406,8059010406,0.057475728,39359,0.250126839,2575,0.485825243,0.514174757,0.291730086,0.445883441,2.38,9,12,10,-10,20
552,14000US08059009838,8059009838,0.069051878,137992,0.203646697,5590,0.463148479,0.536851521,0.2500592,0.03158431,2.85,0,1,0,0,0
553,14000US08059010502,8059010502,0.143659245,61296,0.256591337,5165,0.496418199,0.503581801,0.336864407,0.287918871,2.25,29,37,34,-14.71,8.82
554,14000US08059010503,8059010503,0.070875114,52820,0.22877818,4388,0.460346399,0.539653601,0.357639855,0.385505788,2.19,20,24,23,-13.04,4.35
555,14000US08059010504,8059010504,0.044107744,113125,0.24312115,2970,0.45016835,0.54983165,0.365092402,0.065853659,2.41,7,11,10,-30,10
556,14000US08059010604,8059010604,0.133280128,59052,0.297283951,2506,0.44972067,0.55027933,0.304197531,0.430451128,2.36,15,19,16,-6.25,18.75
557,14000US08059010702,8059010702,0.118209167,58847,0.211172239,5651,0.527694213,0.472305787,0.212230216,0.654747226,2.29,10,12,10,0,20
558,14000US08059010801,8059010801,0.090459901,104125,0.229366165,2631,0.475104523,0.524895477,0.348837209,0.109810981,2.37,5,7,6,-16.67,16.67
559,14000US08059010901,8059010901,0.067480977,72762,0.252525253,4994,0.494593512,0.505406488,0.258438039,0.305995204,2.39,7,10,8,-12.5,25
560,14000US08059010902,8059010902,0.141162969,45774,0.239464551,2614,0.518362663,0.481637337,0.242935052,0.766034327,2.35,22,29,24,-8.33,20.83
561,14000US08059011000,8059011000,0.060500475,61345,0.224572981,6314,0.52296484,0.47703516,0.274650621,0.535814326,2.41,19,25,21,-9.52,19.05
562,14000US08059011100,8059011100,0.132139236,49234,0.218325123,5918,0.528725921,0.471274079,0.263054187,0.523741521,2.07,23,28,24,-4.17,16.67
563,14000US08059011202,8059011202,0.059390364,75875,0.292608286,5085,0.47394297,0.52605703,0.282956685,0.270881671,2.62,9,11,10,-10,10
564,14000US08059011300,8059011300,0.071981924,47896,0.269408148,3098,0.483214977,0.516785023,0.239431207,0.37248089,2.15,5,7,6,-16.67,16.67
565,14000US08059011550,8059011550,0.085700132,38367,0.30938446,6056,0.518494055,0.481505945,0.268617558,0.738846946,2.05,32,40,34,-5.88,17.65
566,14000US08059011601,8059011601,0.087358142,56964,0.189105858,3789,0.457376617,0.542623383,0.349092155,0.414526779,2.61,7,10,8,-12.5,25
567,14000US08059011602,8059011602,0.134267241,54764,0.259520451,4640,0.555387931,0.444612069,0.277009873,0.404627892,2.89,14,17,15,-6.67,13.33
568,14000US08059011701,8059011701,0.089552239,75532,0.243946889,4489,0.429939853,0.570060147,0.304347826,0.231854839,2.26,23,30,26,-11.54,15.38
569,14000US08059011708,8059011708,0.072736393,78208,0.20456621,3987,0.489841986,0.510158014,0.329375951,0.118437118,2.43,5,7,6,-16.67,16.67
570,14000US08059011709,8059011709,0.100085543,58551,0.270812767,3507,0.518676932,0.481323068,0.272458045,0.409722222,2.21,0,1,0,0,0
571,14000US08059011710,8059011710,0.107676455,62250,0.245597776,3882,0.505409583,0.494590417,0.279888786,0.392974753,2.13,2,5,4,-50,25
572,14000US08059011711,8059011711,0.109620196,64759,0.253178552,4397,0.479190357,0.520809643,0.24737424,0.35915493,2.38,0,1,1,-100,0
573,14000US08059011712,8059011712,0.07688808,86139,0.230960953,4396,0.450636943,0.549363057,0.279423982,0.138842046,2.47,0,2,1,-100,100
574,14000US08005004951,8005004951,0.255609327,51071,0.280510018,2273,0.579410471,0.420589529,0.068761384,0.838450292,1.66,1,1,1,0,0
575,14000US08005086500,8005086500,0.212502382,90276,0.224641267,5247,0.509815132,0.490184868,0.269668481,0.394114556,2.76,0,0,0,0,0
576,14000US08005080600,8005080600,0.286338479,50688,0.230796335,3433,0.397611419,0.602388581,0.242424242,0.514317181,1.89,6,7,6,0,16.67
577,14000US08005007106,8005007106,0.218797118,122614,0.211428571,5969,0.50929804,0.49070196,0.178742857,0.036413043,3.24,0,0,0,0,0
578,14000US08005007104,8005007104,0.304526016,95574,0.233131923,5612,0.602993585,0.397006415,0.247985901,0.322359396,3.23,8,12,9,-11.11,33.33
579,14000US08005007105,8005007105,0.377289932,84410,0.233718937,6605,0.509765329,0.490234671,0.231362468,0.170670671,3.31,5,5,5,0,0
580,14000US08005083800,8005083800,0.354255669,70072,0.311530398,3043,0.504765035,0.495234965,0.209224319,0.277119417,2.71,8,9,8,0,12.5
581,14000US08059011720,8059011720,0.163904236,95714,0.256554766,4887,0.491712707,0.508287293,0.270031855,0.17624148,2.38,0,1,1,-100,0
582,14000US08059011721,8059011721,0.055145631,93052,0.213565536,2575,0.483495146,0.516504854,0.277726856,0.348837209,2.22,2,6,4,-50,50
583,14000US08059011724,8059011724,0.084375,152559,0.260666396,6400,0.4809375,0.5190625,0.223283218,0.015521064,2.84,0,1,1,-100,0
584,14000US08059011725,8059011725,0.063230606,92868,0.26295082,1882,0.535069075,0.464930925,0.285245902,0.115007013,2.62,0,3,1,-100,200
585,14000US08059011726,8059011726,0.136947456,100479,0.246811095,5995,0.489574646,0.510425354,0.307754606,0.087114338,2.72,3,7,5,-40,40
586,14000US08059011727,8059011727,0.134011874,83726,0.247928406,3537,0.483743285,0.516256715,0.33808419,0.132285527,2.31,6,9,7,-14.29,28.57
587,14000US08039961204,8039961204,0.074828263,122218,0.27537831,8152,0.513002944,0.486997056,0.279949559,0.032036613,3.11,0,0,0,0,0
588,14000US08035014010,8035014010,0.215669168,99853,0.244651163,5731,0.52067702,0.47932298,0.159534884,0.42393321,2.66,0,1,0,0,0
589,14000US08035014007,8035014007,0.384563758,79583,0.261341605,2980,0.498322148,0.501677852,0.168670027,0.778610354,2.03,0,1,0,0,0
590,14000US08035014126,8035014126,0.185619582,83750,0.226876091,1961,0.495665477,0.504334523,0.205933682,0.553501946,1.91,5,8,6,-16.67,33.33
591,14000US08035014130,8035014130,0.098354232,122596,0.2881926,7656,0.484456635,0.515543365,0.195078775,0.087449393,3.1,4,5,4,0,25
592,14000US08035014008,8035014008,0.138064064,137611,0.277473413,8554,0.484334814,0.515665186,0.168707702,0.041150765,3.12,0,1,1,-100,0
593,14000US08035014011,8035014011,0.175235849,99643,0.205160879,4240,0.49245283,0.50754717,0.218540937,0.502290951,2.42,14,23,17,-17.65,35.29
594,14000US08035014127,8035014127,0.115105301,157768,0.260432008,5508,0.487654321,0.512345679,0.307560137,0.030555556,3.06,0,0,0,0,0
595,14000US08001007802,8001007802,0.627572899,30598,0.267089703,4664,0.475128645,0.524871355,0.325064898,0.912110727,3.21,20,22,19,5.26,15.79
596,14000US08001008550,8001008550,0.086244019,90275,0.218239492,8360,0.510885167,0.489114833,0.228231562,0.117339312,3.12,4,3,3,33.33,0
597,14000US08001008549,8001008549,0.15171442,95275,0.210113065,4258,0.505636449,0.494363551,0.216080402,0.152659985,3.28,1,0,0,0,0
598,14000US08001008545,8001008545,0.125935162,113500,0.280430029,7218,0.501385425,0.498614575,0.236698251,0.085115865,3.21,2,7,7,-71.43,0
599,14000US08001008544,8001008544,0.156823911,123382,0.221765914,5554,0.480014404,0.519985596,0.194558522,0.104265403,3.29,1,0,0,0,0
600,14000US08001008547,8001008547,0.077563769,81488,0.239456257,3842,0.465122332,0.534877668,0.250609969,0.26071741,3.18,2,2,2,0,0
601,14000US08001008548,8001008548,0.196932515,93750,0.114942529,1630,0.455214724,0.544785276,0.275862069,0.140410959,2.79,0,0,0,0,0
602,14000US08001009207,8001009207,0.158518827,65879,0.229765708,4807,0.506969004,0.493030996,0.252129925,0.484926235,3.08,2,4,4,-50,0
603,14000US08035014129,8035014129,0.112191277,129875,0.250452407,3806,0.519442985,0.480557015,0.184943902,0.042105263,3.08,0,1,0,0,0
604,14000US08035014124,8035014124,0.056293835,144281,0.263403837,5418,0.508121078,0.491878922,0.182242991,0.08907563,3.04,3,3,3,0,0
605,14000US08035014006,8035014006,0.181711606,134611,0.22125951,6824,0.50630129,0.49369871,0.247464074,0.02525725,3.19,0,0,0,0,0
606,14000US08001009327,8001009327,0.125591296,75893,0.214263757,4228,0.529564806,0.470435194,0.316015985,0.220685112,2.79,5,9,8,-37.5,12.5
607,14000US08001009752,8001009752,0.180795848,67850,0.241108199,3468,0.523644752,0.476355248,0.302882815,0.361702128,3.31,5,6,5,0,20
608,14000US08001008536,8001008536,0.15071473,115000,0.178464178,3218,0.476382846,0.523617154,0.181896182,0.081300813,3.27,0,0,0,0,0
609,14000US08001008546,8001008546,0.164117968,79485,0.224069389,3662,0.530311305,0.469688695,0.241778099,0.207936508,2.91,1,1,1,0,0
610,14000US08001009206,8001009206,0.21134249,71250,0.229093051,2257,0.468763846,0.531236154,0.258539458,0.17450495,2.79,7,5,5,40,0
611,14000US08001009751,8001009751,0.099028106,48767,0.383828996,3807,0.466246388,0.533753612,0.207868649,0.391238671,2.86,9,9,9,0,0
612,14000US08001008709,8001008709,0.246434826,41538,0.255116198,7994,0.500875657,0.499124343,0.345820326,0.621792341,3.11,52,56,48,8.33,16.67
613,14000US08013013506,8013013506,0.096317916,105559,0.275708727,4454,0.43960485,0.56039515,0.313507504,0.105034183,2.77,1,1,1,0,0
614,14000US08013013508,8013013508,0.119571269,84801,0.278140886,7184,0.485244989,0.514755011,0.281227306,0.204752475,2.85,1,1,1,0,0
615,14000US08013061400,8013061400,0.233009709,128042,0.352188552,4017,0.471496141,0.528503859,0.179124579,0.185042406,3.1,0,0,0,0,0
616,14000US08031006701,8031006701,0.145279819,76866,0.208648322,3538,0.57518372,0.42481628,0.101300272,0.947539461,1.64,9,15,11,-18.18,36.36
617,14000US08031000102,8031000102,0.181363904,87798,0.190297233,3402,0.528218695,0.471781305,0.206354629,0.288902666,2.11,7,9,8,-12.5,12.5
618,14000US08031000202,8031000202,0.189426209,57181,0.191937984,3991,0.47607116,0.52392884,0.307286822,0.4945308,2.3,20,23,20,0,15
619,14000US08031000301,8031000301,0.138135593,72173,0.187780597,5900,0.429322034,0.570677966,0.276595745,0.322478992,2.05,15,17,15,0,13.33
620,14000US08031000302,8031000302,0.121595119,94661,0.261366523,4589,0.483329701,0.516670299,0.18516637,0.305959643,2.14,8,10,8,0,25
621,14000US08013061300,8013061300,0.160621762,167917,0.242730721,3281,0.510210302,0.489789698,0.224610198,0.051741294,3.26,2,3,2,0,50
622,14000US08013013212,8013013212,0.155254091,81354,0.275327453,4644,0.494832041,0.505167959,0.254210104,0.383060109,2.53,5,8,6,-16.67,33.33
623,14000US08013013507,8013013507,0.133432836,76862,0.272093876,3350,0.530746269,0.469253731,0.248258159,0.199665831,2.8,3,3,3,0,0
624,14000US08123002007,8123002007,0.094958465,109921,0.183914729,6982,0.50315096,0.49684904,0.272868217,0.163231657,2.88,1,1,0,0,0
625,14000US08123001907,8123001907,0.109626584,75694,0.213483146,2919,0.511819116,0.488180884,0.308556612,0.250996016,2.91,0,0,0,0,0
626,14000US08123002014,8123002014,0.092217484,74681,0.242029928,1876,0.538379531,0.461620469,0.248536109,0.176712329,2.57,0,0,0,0,0
627,14000US08035013901,8035013901,0.0891339,118603,0.22050608,7528,0.504516472,0.495483528,0.255997371,0.215568862,2.65,0,1,0,0,0
628,14000US08035014109,8035014109,0.057080925,121857,0.199916701,2768,0.499638728,0.500361272,0.435235319,0.199490662,2.33,1,1,1,0,0
629,14000US08035014110,8035014110,0.190526876,82215,0.296577073,5637,0.505410679,0.494589321,0.213875488,0.38239159,2.47,0,0,0,0,0
630,14000US08035014112,8035014112,0.080194411,122097,0.206339144,4115,0.512515188,0.487484812,0.296671949,0.148046607,2.82,3,4,3,0,33.33
631,14000US08031000401,8031000401,0.158494869,66136,0.209180098,3508,0.468928164,0.531071836,0.235459005,0.469262295,2.38,9,10,9,0,11.11
632,14000US08035014113,8035014113,0.158463004,133295,0.261162595,3149,0.513813909,0.486186091,0.186183656,0.216374269,3.07,2,3,2,0,50
633,14000US08035014114,8035014114,0.192172897,84300,0.245159059,3424,0.497955607,0.502044393,0.213001383,0.29664723,2.5,3,3,3,0,0
634,14000US08031000501,8031000501,0.111214087,114896,0.217587373,2158,0.480074143,0.519925857,0.177001127,0.257559958,2.25,7,10,8,-12.5,25
635,14000US08031000502,8031000502,0.187029432,69858,0.226682887,5844,0.517967146,0.482032854,0.26459854,0.471330689,2.09,8,10,8,0,25
636,14000US08031000600,8031000600,0.115007899,62664,0.273106324,3165,0.485624013,0.514375987,0.099027102,0.778913394,1.7,7,8,7,0,14.29
637,14000US08031000904,8031000904,0.268953753,26511,0.225619399,5276,0.524071266,0.475928734,0.375329468,0.664902065,2.79,6,8,6,0,33.33
638,14000US08031003601,8031003601,0.403611836,52188,0.248128639,4596,0.523498695,0.476501305,0.237316329,0.478784404,2.63,20,22,19,5.26,15.79
639,14000US08031006812,8031006812,0.155752212,66462,0.225172891,3955,0.502149178,0.497850822,0.31120332,0.314500942,1.86,14,13,13,7.69,0
640,14000US08031001600,8031001600,0.236715819,83503,0.206526895,11461,0.566006457,0.433993543,0.145052652,0.814987451,1.9,50,55,49,2.04,12.24
641,14000US08031000701,8031000701,0.266695766,37008,0.231824062,4582,0.486687036,0.513312964,0.322380336,0.761904762,2.11,25,29,26,-3.85,11.54
642,14000US08031002300,8031002300,0.429272568,84200,0.243637155,5705,0.420858896,0.579141104,0.19121166,0.442844677,2.47,13,18,14,-7.14,28.57
643,14000US08031005102,8031005102,0.107091997,76105,0.268502582,3511,0.492737112,0.507262888,0.200688468,0.303149606,2.3,3,3,3,0,0
644,14000US08031001301,8031001301,0.143515107,53180,0.139586411,5428,0.501842299,0.498157701,0.372968981,0.471916618,3.13,18,22,19,-5.26,15.79
645,14000US08031001302,8031001302,0.230372915,42474,0.214239272,4076,0.500981354,0.499018646,0.353055917,0.392807746,2.82,15,16,15,0,6.67
646,14000US08031001401,8031001401,0.29352474,43287,0.220445344,6548,0.520922419,0.479077581,0.374898785,0.512216793,2.9,11,13,11,0,18.18
647,14000US08031001402,8031001402,0.420424671,45840,0.229922992,4945,0.534277048,0.465722952,0.29620462,0.397011046,3.21,3,5,4,-25,25
648,14000US08031001403,8031001403,0.187519119,58583,0.243481325,3269,0.562557357,0.437442643,0.199436223,0.676691729,2.02,25,30,26,-3.85,15.38
649,14000US08005007302,8005007302,0.579622503,35577,0.279205298,5457,0.536008796,0.463991204,0.298807947,0.794829483,2.99,29,32,28,3.57,14.29
650,14000US08031005300,8031005300,0.180487805,44770,0.253194888,1435,0.524041812,0.475958188,0.391373802,0.614060258,1.93,31,35,31,0,12.9
651,14000US08031005502,8031005502,0.113092445,77039,0.237163814,2131,0.502111685,0.497888315,0.363691932,0.461412151,2.72,12,13,12,0,8.33
652,14000US08031005503,8031005503,0.184116284,78260,0.198617389,4747,0.476090162,0.523909838,0.305237969,0.203943662,2.61,4,4,4,0,0
653,14000US08031006804,8031006804,0.131445905,87010,0.183073011,2967,0.544657904,0.455342096,0.245550309,0.524904215,1.89,17,23,19,-10.53,21.05
655,14000US08031006809,8031006809,0.146502591,68333,0.214045288,7720,0.524352332,0.475647668,0.256425949,0.485090522,2.05,41,44,40,2.5,10
656,14000US08031006810,8031006810,0.275843503,64865,0.283741368,5572,0.472002872,0.527997128,0.261351747,0.388589052,2.15,16,20,17,-5.88,17.65
657,14000US08031006811,8031006811,0.275452842,65549,0.273645546,6404,0.489381636,0.510618364,0.243709826,0.6048,2.04,16,13,14,14.29,-7.14
658,14000US08031006813,8031006813,0.346,48647,0.293076923,4500,0.452,0.548,0.183076923,0.801924619,1.8,7,9,7,0,28.57
659,14000US08059060300,8059060300,0.140682757,98136,0.245517241,4599,0.484235703,0.515764297,0.178482759,0.088661037,2.77,2,3,2,0,50
660,14000US08059009823,8059009823,0.065931823,95915,0.288597641,4899,0.492141253,0.507858747,0.202096986,0.186498856,2.8,0,0,0,0,0
661,14000US08031006901,8031006901,0.286021505,45613,0.301545874,6045,0.515136476,0.484863524,0.263200161,0.695560993,2.01,15,15,14,7.14,7.14
662,14000US08031007013,8031007013,0.214905564,68773,0.208007225,3918,0.451250638,0.548749362,0.226971704,0.320975114,1.99,3,4,3,0,33.33
663,14000US08031007037,8031007037,0.60284951,39530,0.260132222,4492,0.553650935,0.446349065,0.221327968,0.835007932,2.38,7,8,7,0,14.29
664,14000US08031007088,8031007088,0.36749322,64450,0.228006365,5162,0.495544363,0.504455637,0.278245056,0.728635075,2.07,7,8,7,0,14.29
665,14000US08031007089,8031007089,0.209251969,32500,0.181480718,5080,0.390944882,0.609055118,0.581150753,0.267706131,1.34,9,11,9,0,22.22
666,14000US08001009320,8001009320,0.165843331,42004,0.378715244,2834,0.469654199,0.530345801,0.260786194,0.607787274,2.69,3,4,3,0,33.33
667,14000US08001009322,8001009322,0.166092202,50230,0.237536657,4642,0.501292546,0.498707454,0.285337243,0.163366337,2.87,6,8,7,-14.29,14.29
668,14000US08001009323,8001009323,0.159340659,56250,0.240494297,4004,0.48026973,0.51973027,0.210392902,0.630568883,2.74,10,22,20,-50,10
669,14000US08001009325,8001009325,0.090576923,75020,0.233111976,5200,0.475961538,0.524038462,0.281657889,0.527929441,2.18,5,5,5,0,0
670,14000US08001009401,8001009401,0.165364831,62046,0.214435879,5249,0.500476281,0.499523719,0.325157673,0.329757199,2.96,2,4,3,-33.33,33.33
671,14000US08059009824,8059009824,0.135353955,86204,0.292005242,4817,0.514428067,0.485571933,0.194495413,0.178651685,2.71,2,2,2,0,0
672,14000US08031008304,8031008304,0.365498519,49402,0.277661064,4052,0.495064166,0.504935834,0.371148459,0.325,3.9,5,6,5,0,20
673,14000US08031008305,8031008305,0.407212147,51837,0.244430499,4742,0.494727963,0.505272037,0.357389394,0.399260628,4.38,9,10,9,0,11.11
674,14000US08031008306,8031008306,0.48284554,46250,0.276318428,7141,0.498109508,0.501890492,0.347503509,0.503691983,3.76,25,27,25,0,8
675,14000US08001009406,8001009406,0.178815239,66458,0.223578291,4541,0.50891874,0.49108126,0.243053752,0.423894314,2.61,6,7,6,0,16.67
676,14000US08001009407,8001009407,0.23888233,63004,0.234846497,5082,0.500196773,0.499803227,0.267908685,0.367705382,2.88,6,6,6,0,0
677,14000US08001009409,8001009409,0.094235231,109363,0.22808174,5603,0.484918794,0.515081206,0.277521424,0.152452497,2.48,4,8,5,-20,60
678,14000US08001009410,8001009410,0.085704939,118472,0.269290123,3057,0.494602552,0.505397448,0.325617284,0.065934066,2.58,0,1,0,0,0
679,14000US08001009411,8001009411,0.10805501,83798,0.244783307,3054,0.555664702,0.444335298,0.209069021,0.301185771,2.41,2,3,2,0,50
680,14000US08001009501,8001009501,0.173698799,50887,0.26509512,3247,0.53618725,0.46381275,0.303970223,0.420918367,2.76,2,3,2,0,50
681,14000US08001009502,8001009502,0.168018299,71337,0.251227707,4809,0.532751092,0.467248908,0.295942104,0.15942029,3.17,18,20,19,-5.26,5.26
682,14000US08001008000,8001008000,0.428456978,50483,0.276846398,6241,0.508732575,0.491267425,0.307430902,0.48421646,3.51,12,14,12,0,16.67
683,14000US08001008100,8001008100,0.292459016,46875,0.234087694,1525,0.468852459,0.531147541,0.346534653,0.963431786,1.77,34,58,36,-5.56,61.11
684,14000US08001008200,8001008200,0.40975053,62689,0.267984014,6133,0.505625306,0.494374694,0.305506217,0.257853403,3.85,49,57,49,0,16.33
685,14000US08001008308,8001008308,0.435166817,41619,0.265149641,5545,0.512353472,0.487646528,0.348008904,0.419073569,3.02,20,23,20,0,15
686,14000US08001008309,8001008309,0.48511469,55024,0.231646472,4098,0.532942899,0.467057101,0.302209551,0.351800554,3.78,62,74,65,-4.62,13.85
687,14000US08001008505,8001008505,0.060651905,69758,0.226418378,7271,0.506670334,0.493329666,0.304733728,0.285473684,3.06,9,10,9,0,11.11
688,14000US08001008506,8001008506,0.142464565,42010,0.240506329,6914,0.491611224,0.508388776,0.293559196,0.805299963,2.48,2,5,5,-60,0
689,14000US08001008507,8001008507,0.111724344,81630,0.275902901,6704,0.515960621,0.484039379,0.211367673,0.207377866,3.34,8,4,4,100,0
690,14000US08031980000,8031980000,0.439104674,54592,0.238351254,1519,0.462804477,0.537195523,0.174731183,0.297169811,2.39,13,15,13,0,15.38
691,14000US08031011902,8031011902,0.231698226,62180,0.18380744,6707,0.4890413,0.5109587,0.258752735,0.431582708,2.4,9,13,11,-18.18,18.18
692,14000US08031011903,8031011903,0.121259843,61750,0.196990424,2540,0.465748031,0.534251969,0.363429093,0.272916667,2.65,4,6,5,-20,20
693,14000US08031012001,8031012001,0.109313725,78696,0.220936639,2040,0.506862745,0.493137255,0.384573003,0.230088496,2.26,1,1,1,0,0
694,14000US08001008508,8001008508,0.123812754,80117,0.249496081,5896,0.506105834,0.493894166,0.231354983,0.350282486,3.03,2,3,2,0,50
695,14000US08001008524,8001008524,0.147171163,103340,0.215503876,8378,0.502029124,0.497970876,0.236744186,0.111978151,3.27,3,3,3,0,0
696,14000US08001008526,8001008526,0.141874463,88182,0.250784857,6978,0.50874176,0.49125824,0.229362881,0.236198738,2.75,0,0,0,0,0
697,14000US08001060100,8001060100,0.119093354,94191,0.190362677,7809,0.5160712,0.4839288,0.259322322,0.14699793,3.23,0,4,2,-100,100
698,14000US08001060200,8001060200,0.151760228,64154,0.24078341,4204,0.489533777,0.510466223,0.177131336,0.582908885,2.38,2,3,2,0,50
699,14000US08031012014,8031012014,0.094015772,66708,0.254135612,6467,0.487242926,0.512757074,0.210325395,0.382343499,2.08,2,3,3,-33.33,0
700,14000US08001008538,8001008538,0.129580807,108472,0.26641294,7586,0.494199842,0.505800158,0.202854424,0.098447894,3.36,3,3,3,0,0
701,14000US08001015000,8001015000,0.164886515,39675,0.246634824,2996,0.489319092,0.510680908,0.419887104,0.271099744,2.55,28,28,24,16.67,16.67
702,14000US08059980400,8059980400,0.21291866,0,0.335725678,1254,1,0,0.459330144,0,0,0,0,0,0,0
698,14000US08001060200,8001060200,0.151760228,64154,0.24078341,4204,0.489533777,0.510466223,0.177131336,0.582908885,2.38,2,3,2,0,50
699,14000US08031012014,8031012014,0.094015772,66708,0.254135612,6467,0.487242926,0.512757074,0.210325395,0.382343499,2.08,2,3,3,-33.33,0
700,14000US08001008538,8001008538,0.129580807,108472,0.26641294,7586,0.494199842,0.505800158,0.202854424,0.098447894,3.36,3,3,3,0,0
701,14000US08001015000,8001015000,0.164886515,39675,0.246634824,2996,0.489319092,0.510680908,0.419887104,0.271099744,2.55,28,28,24,16.67,16.67
702,14000US08059980400,8059980400,0.21291866,0,0.335725678,1254,1,0,0.459330144,0,0,0,0,0,0,0
