TARGET_FID_12,GEOID_D,FIPS,POC Population (Prop),Median Household Income,Ttl_Und,Unemployed Population (Prop),Stop Frequency (SEP 20),FreqAug19,FreqPandemic
470,14000US08059012055,8059012055,0.046867168,85966,840,0.258859784,0,132,66
471,14000US08059012057,8059012057,0.101392663,79118,1303,0.26750154,0,0,0
472,14000US08059009900,8059009900,0.092976045,64671,909,0.406347787,988,2320,2148
473,14000US08059012026,8059012026,0.042874396,96938,758,0.274936525,0,0,0
474,14000US08059012036,8059012036,0.048514097,145774,771,0.259683395,0,0,0
475,14000US08031000905,8031000905,0.199622908,60242,678,0.20071048,1577,4240,3828
476,14000US08031001000,8031001000,0.157017544,42917,515,0.159492103,1886,4775,4263
477,14000US08031001101,8031001101,0.286199095,55568,511,0.226607539,1554,3552,3332
478,14000US08031001102,8031001102,0.176537327,87917,981,0.260626993,1769,3919,3933
479,14000US08031003603,8031003603,0.442290749,64539,686,0.2387748,1751,4852,4142
480,14000US08059011904,8059011904,0.115565032,55750,464,0.222541966,1517,3793,3300
482,14000US08005007400,8005007400,0.422686126,49107,903,0.231954791,1327,3604,2999
483,14000US08005007600,8005007600,0.548267654,36056,828,0.284829721,1169,2834,2560
484,14000US08059009847,8059009847,0.013405681,116379,654,0.260973663,6,36,24
485,14000US08059012034,8059012034,0.028206493,165139,825,0.265358636,4,24,16
486,14000US08059009837,8059009837,0.07336594,142361,894,0.265518266,4,119,14
487,14000US08059009828,8059009828,0.107305138,82750,1172,0.246063405,468,1005,978
488,14000US08059012058,8059012058,0.083354511,114676,777,0.246041799,0,0,0
489,14000US08059012027,8059012027,0.082056194,110556,656,0.242245199,0,0,0
490,14000US08059010403,8059010403,0.094654788,52416,1201,0.267423736,1536,3546,3580
491,14000US08059012050,8059012050,0.16058029,85030,750,0.225971678,901,1552,1959
492,14000US08059010603,8059010603,0.143989071,63364,858,0.271090047,2052,4810,4501
493,14000US08059012045,8059012045,0.078212291,97940,1237,0.258246347,256,750,631
494,14000US08059012030,8059012030,0.047144593,91429,947,0.281510107,0,0,0
495,14000US08059012035,8059012035,0.041795069,155231,1135,0.279832347,0,128,64
496,14000US08059009841,8059009841,0.036433776,97054,498,0.245804541,60,234,122
497,14000US08059009815,8059009815,0.029263747,117813,1280,0.299065421,130,556,413
498,14000US08059011702,8059011702,0.14302782,77278,833,0.161184211,886,2464,2128
499,14000US08005007201,8005007201,0.55596196,42067,733,0.234409978,1116,2398,2260
500,14000US08005007202,8005007202,0.421698576,37250,729,0.237846656,666,1758,1523
501,14000US08031003201,8031003201,0.077492075,63438,1650,0.310500565,1189,2526,2317
502,14000US08059060500,8059060500,0.123476631,126313,1239,0.217980296,328,983,731
503,14000US08059010701,8059010701,0.061776955,56117,879,0.232048574,1778,4114,3651
504,14000US08059012032,8059012032,0.057860678,100929,738,0.344377042,4,24,16
505,14000US08059009846,8059009846,0.038230241,123750,846,0.230769231,8,48,32
506,14000US08059009845,8059009845,0.043846899,157422,887,0.260499266,0,0,0
507,14000US08059009848,8059009848,0.067198178,124716,457,0.229302559,14,84,56
508,14000US08059009806,8059009806,0.06202144,101033,736,0.233058898,0,524,348
509,14000US08059009808,8059009808,0.07236506,100962,1438,0.287772664,36,240,144
511,14000US08059009829,8059009829,0.108260646,115536,352,0.229017567,77,168,162
512,14000US08059010306,8059010306,0.07221665,64432,803,0.314408771,578,1427,1324
513,14000US08059012033,8059012033,0.043862752,111898,525,0.219298246,0,0,0
514,14000US08059012022,8059012022,0.049017933,105528,1386,0.292652027,0,406,203
515,14000US08059011723,8059011723,0.124345189,52731,635,0.209019092,0,588,294
516,14000US08059009840,8059009840,0.035863874,74975,699,0.226213592,0,129,63
517,14000US08059009843,8059009843,0.030758226,110208,1517,0.232419182,221,661,522
518,14000US08059012031,8059012031,0.040811339,123750,763,0.230932203,0,0,0
519,14000US08059012037,8059012037,0.027195467,97917,795,0.260484928,8,48,32
520,14000US08059012042,8059012042,0.063429914,100929,771,0.253701876,0,362,204
521,14000US08059009839,8059009839,0.071008403,108029,492,0.254263566,0,123,63
522,14000US08059009842,8059009842,0.044046983,128156,601,0.206955923,0,52,22
523,14000US08059010000,8059010000,0.110932763,46434,2684,0.508140856,1737,4457,3973
524,14000US08059010100,8059010100,0.04938989,77852,1433,0.319937486,1474,4099,3642
525,14000US08059010205,8059010205,0.015295577,101042,417,0.202427184,182,632,505
526,14000US08059012052,8059012052,0.051219051,94792,926,0.219067897,0,126,63
527,14000US08059009807,8059009807,0.064829822,71204,359,0.242567568,604,1619,1604
528,14000US08059060400,8059060400,0.116011236,97000,772,0.263122018,534,2249,1496
529,14000US08059009827,8059009827,0.174526085,74211,1304,0.260175579,273,1291,845
530,14000US08059009830,8059009830,0.103992572,61250,520,0.286186021,294,827,719
531,14000US08059010206,8059010206,0.044964029,85286,649,0.204216488,463,1122,1029
532,14000US08059010208,8059010208,0.09185768,76825,1223,0.260378965,865,2183,1979
533,14000US08059010209,8059010209,0.128768368,63294,1455,0.273496241,348,1154,832
534,14000US08059010210,8059010210,0.114315407,93095,630,0.196567863,78,258,207
535,14000US08059010211,8059010211,0.110715264,62823,592,0.202600958,697,1510,1462
536,14000US08059010212,8059010212,0.107451923,68125,810,0.234918794,298,880,755
537,14000US08059010213,8059010213,0.093271555,56397,1005,0.247597931,620,1502,1427
538,14000US08059010303,8059010303,0.067501361,79309,1081,0.240008881,60,234,244
539,14000US08059009831,8059009831,0.23490965,68533,661,0.276106934,1820,5947,4342
540,14000US08059009832,8059009832,0.124679135,75703,478,0.214638527,657,2476,1501
541,14000US08059009833,8059009833,0.114856852,68947,1182,0.246352647,489,1376,1253
542,14000US08059009834,8059009834,0.08183776,64504,822,0.225205479,396,983,895
543,14000US08059009835,8059009835,0.034464475,101975,735,0.237864078,182,622,493
544,14000US08059009836,8059009836,0.072132724,114342,554,0.163037081,0,8,0
545,14000US08059010304,8059010304,0.079103955,78281,519,0.218342448,390,1248,988
546,14000US08059010305,8059010305,0.103558152,60593,772,0.240124417,1170,2999,2541
547,14000US08059010307,8059010307,0.118549512,50645,1014,0.245045916,442,1270,1053
548,14000US08059010308,8059010308,0.086634081,83769,972,0.201409034,2086,5773,5064
549,14000US08059010402,8059010402,0.070993489,48013,1110,0.261915998,399,1573,1521
550,14000US08059010405,8059010405,0.096904937,43045,672,0.293577982,2128,5087,5137
551,14000US08059010406,8059010406,0.057475728,39359,493,0.250126839,1077,2825,2426
552,14000US08059009838,8059009838,0.069051878,137992,860,0.203646697,0,186,85
553,14000US08059010502,8059010502,0.143659245,61296,1090,0.256591337,3496,8797,8455
554,14000US08059010503,8059010503,0.070875114,52820,822,0.22877818,2343,5760,5735
555,14000US08059010504,8059010504,0.044107744,113125,592,0.24312115,814,2495,2471
556,14000US08059010604,8059010604,0.133280128,59052,602,0.297283951,1794,4418,4116
557,14000US08059010702,8059010702,0.118209167,58847,998,0.211172239,1148,2934,2631
558,14000US08059010801,8059010801,0.090459901,104125,503,0.229366165,567,1656,1464
559,14000US08059010901,8059010901,0.067480977,72762,1025,0.252525253,827,2450,2081
560,14000US08059010902,8059010902,0.141162969,45774,483,0.239464551,2622,6919,6046
561,14000US08059011000,8059011000,0.060500475,61345,1157,0.224572981,2320,5832,5309
562,14000US08059011100,8059011100,0.132139236,49234,1108,0.218325123,2719,6538,6003
563,14000US08059011202,8059011202,0.059390364,75875,1243,0.292608286,1077,2696,2486
564,14000US08059011300,8059011300,0.071981924,47896,701,0.269408148,588,1642,1434
565,14000US08059011550,8059011550,0.085700132,38367,1533,0.30938446,3785,9497,8530
566,14000US08059011601,8059011601,0.087358142,56964,552,0.189105858,882,2309,2063
567,14000US08059011602,8059011602,0.134267241,54764,920,0.259520451,1616,4012,3659
568,14000US08059011701,8059011701,0.089552239,75532,937,0.243946889,2781,7204,6443
569,14000US08059011708,8059011708,0.072736393,78208,672,0.20456621,576,1684,1426
570,14000US08059011709,8059011709,0.100085543,58551,823,0.270812767,0,152,76
571,14000US08059011710,8059011710,0.107676455,62250,795,0.245597776,292,1198,894
572,14000US08059011711,8059011711,0.109620196,64759,916,0.253178552,0,256,128
573,14000US08059011712,8059011712,0.07688808,86139,834,0.230960953,0,384,192
574,14000US08005004951,8005004951,0.255609327,51071,616,0.280510018,133,290,279
575,14000US08005086500,8005086500,0.212502382,90276,908,0.224641267,0,0,0
576,14000US08005080600,8005080600,0.286338479,50688,655,0.230796335,741,1608,1467
577,14000US08005007106,8005007106,0.218797118,122614,925,0.211428571,0,0,0
578,14000US08005007104,8005007104,0.304526016,95574,926,0.233131923,942,2818,2338
579,14000US08005007105,8005007105,0.377289932,84410,1091,0.233718937,573,1262,1204
580,14000US08005083800,8005083800,0.354255669,70072,743,0.311530398,986,2140,2051
581,14000US08059011720,8059011720,0.163904236,95714,1047,0.256554766,0,264,132
582,14000US08059011721,8059011721,0.055145631,93052,466,0.213565536,280,1508,1047
583,14000US08059011724,8059011724,0.084375,152559,1283,0.260666396,0,330,165
584,14000US08059011725,8059011725,0.063230606,92868,401,0.26295082,0,640,320
585,14000US08059011726,8059011726,0.136947456,100479,1219,0.246811095,368,1650,1195
586,14000US08059011727,8059011727,0.134011874,83726,748,0.247928406,755,2134,1829
587,14000US08039961204,8039961204,0.074828263,122218,1747,0.27537831,0,0,0
588,14000US08035014010,8035014010,0.215669168,99853,1052,0.244651163,0,148,74
589,14000US08035014007,8035014007,0.384563758,79583,674,0.261341605,0,228,114
590,14000US08035014126,8035014126,0.185619582,83750,390,0.226876091,586,1932,1552
591,14000US08035014130,8035014130,0.098354232,122596,1628,0.2881926,450,1188,1044
592,14000US08035014008,8035014008,0.138064064,137611,1722,0.277473413,0,284,142
593,14000US08035014011,8035014011,0.175235849,99643,644,0.205160879,1712,5344,4384
594,14000US08035014127,8035014127,0.115105301,157768,1061,0.260432008,0,0,0
595,14000US08001007802,8001007802,0.627572899,30598,926,0.267089703,2375,5134,4780
596,14000US08001008550,8001008550,0.086244019,90275,1376,0.218239492,446,736,732
597,14000US08001008549,8001008549,0.15171442,95275,669,0.210113065,108,104,104
598,14000US08001008545,8001008545,0.125935162,113500,1539,0.280430029,190,1707,1645
599,14000US08001008544,8001008544,0.156823911,123382,864,0.221765914,76,0,0
600,14000US08001008547,8001008547,0.077563769,81488,687,0.239456257,222,396,394
601,14000US08001008548,8001008548,0.196932515,93750,140,0.114942529,38,0,0
602,14000US08001009207,8001009207,0.158518827,65879,863,0.229765708,266,952,973
603,14000US08035014129,8035014129,0.112191277,129875,692,0.250452407,0,198,99
604,14000US08035014124,8035014124,0.056293835,144281,1071,0.263403837,301,756,679
605,14000US08035014006,8035014006,0.181711606,134611,1047,0.22125951,0,0,0
606,14000US08001009327,8001009327,0.125591296,75893,697,0.214263757,586,2026,1886
607,14000US08001009752,8001009752,0.180795848,67850,644,0.241108199,624,1314,1281
608,14000US08001008536,8001008536,0.15071473,115000,416,0.178464178,6,12,12
609,14000US08001008546,8001008546,0.164117968,79485,620,0.224069389,152,288,286
610,14000US08001009206,8001009206,0.21134249,71250,389,0.229093051,874,1209,1195
611,14000US08001009751,8001009751,0.099028106,48767,1239,0.383828996,1035,2181,2184
612,14000US08001008709,8001008709,0.246434826,41538,1471,0.255116198,6145,13317,12081
613,14000US08013013506,8013013506,0.096317916,105559,992,0.275708727,104,234,221
614,14000US08013013508,8013013508,0.119571269,84801,1532,0.278140886,140,322,301
615,14000US08013061400,8013061400,0.233009709,128042,1046,0.352188552,0,0,0
616,14000US08031006701,8031006701,0.145279819,76866,690,0.208648322,1044,3514,2801
617,14000US08031000102,8031000102,0.181363904,87798,557,0.190297233,881,2046,1910
618,14000US08031000202,8031000202,0.189426209,57181,619,0.191937984,2402,5424,5118
619,14000US08031000301,8031000301,0.138135593,72173,962,0.187780597,1817,4062,3864
620,14000US08031000302,8031000302,0.121595119,94661,1029,0.261366523,914,2311,2080
621,14000US08013061300,8013061300,0.160621762,167917,576,0.242730721,252,600,558
622,14000US08013013212,8013013212,0.155254091,81354,1030,0.275327453,625,1894,1571
623,14000US08013013507,8013013507,0.133432836,76862,742,0.272093876,330,746,703
624,14000US08123002007,8123002007,0.094958465,109921,949,0.183914729,60,122,121
625,14000US08123001907,8123001907,0.109626584,75694,494,0.213483146,0,0,0
626,14000US08123002014,8123002014,0.092217484,74681,372,0.242029928,0,0,0
627,14000US08035013901,8035013901,0.0891339,118603,1342,0.22050608,0,156,78
628,14000US08035014109,8035014109,0.057080925,121857,480,0.199916701,129,318,288
629,14000US08035014110,8035014110,0.190526876,82215,1291,0.296577073,37,106,89
630,14000US08035014112,8035014112,0.080194411,122097,651,0.206339144,301,868,735
631,14000US08031000401,8031000401,0.158494869,66136,597,0.209180098,1014,2266,2147
632,14000US08035014113,8035014113,0.158463004,133295,620,0.261162595,258,732,624
633,14000US08035014114,8035014114,0.192172897,84300,709,0.245159059,301,752,677
634,14000US08031000501,8031000501,0.111214087,114896,386,0.217587373,858,2458,2101
635,14000US08031000502,8031000502,0.187029432,69858,1118,0.226682887,899,2374,1923
636,14000US08031000600,8031000600,0.115007899,62664,786,0.273106324,840,1964,1821
637,14000US08031000904,8031000904,0.268953753,26511,856,0.225619399,665,1834,1593
638,14000US08031003601,8031003601,0.403611836,52188,895,0.248128639,2367,5112,4796
639,14000US08031006812,8031006812,0.155752212,66462,814,0.225172891,1705,3109,3222
640,14000US08031001600,8031001600,0.236715819,83503,2177,0.206526895,5893,12999,12361
641,14000US08031000701,8031000701,0.266695766,37008,896,0.231824062,2960,6980,6487
642,14000US08031002300,8031002300,0.429272568,84200,1120,0.243637155,1591,4177,3398
643,14000US08031005102,8031005102,0.107091997,76105,780,0.268502582,300,684,642
644,14000US08031001301,8031001301,0.143515107,53180,567,0.139586411,2173,5194,4805
645,14000US08031001302,8031001302,0.230372915,42474,659,0.214239272,1808,3836,3756
646,14000US08031001401,8031001401,0.29352474,43287,1089,0.220445344,1301,3072,2840
647,14000US08031001402,8031001402,0.420424671,45840,836,0.229922992,416,1222,1030
648,14000US08031001403,8031001403,0.187519119,58583,691,0.243481325,3004,7008,6509
649,14000US08005007302,8005007302,0.579622503,35577,1054,0.279205298,3495,7628,7091
650,14000US08031005300,8031005300,0.180487805,44770,317,0.253194888,3725,8326,7804
651,14000US08031005502,8031005502,0.113092445,77039,388,0.237163814,1426,2973,2961
652,14000US08031005503,8031005503,0.184116284,78260,747,0.198617389,438,1024,950
653,14000US08031006804,8031006804,0.131445905,87010,504,0.183073011,2022,5356,4691
655,14000US08031006809,8031006809,0.146502591,68333,1399,0.214045288,4828,10512,9977
656,14000US08031006810,8031006810,0.275843503,64865,1356,0.283741368,1856,4760,4171
657,14000US08031006811,8031006811,0.275452842,65549,1490,0.273645546,1879,3188,3429
658,14000US08031006813,8031006813,0.346,48647,1143,0.293076923,818,2024,1686
659,14000US08059060300,8059060300,0.140682757,98136,890,0.245517241,230,665,553
660,14000US08059009823,8059009823,0.065931823,95915,1101,0.288597641,0,0,0
661,14000US08031006901,8031006901,0.286021505,45613,1502,0.301545874,1794,3577,3590
662,14000US08031007013,8031007013,0.214905564,68773,691,0.208007225,310,964,664
663,14000US08031007037,8031007037,0.60284951,39530,905,0.260132222,835,1786,1696
664,14000US08031007088,8031007088,0.36749322,64450,1003,0.228006365,861,1868,1798
665,14000US08031007089,8031007089,0.209251969,32500,880,0.181480718,1104,2552,2380
666,14000US08001009320,8001009320,0.165843331,42004,790,0.378715244,333,957,804
667,14000US08001009322,8001009322,0.166092202,50230,810,0.237536657,719,1826,1659
668,14000US08001009323,8001009323,0.159340659,56250,759,0.240494297,1145,5290,4949
669,14000US08001009325,8001009325,0.090576923,75020,1018,0.233111976,550,1208,1142
670,14000US08001009401,8001009401,0.165364831,62046,918,0.214435879,285,942,749
671,14000US08059009824,8059009824,0.135353955,86204,1114,0.292005242,231,504,486
672,14000US08031008304,8031008304,0.365498519,49402,793,0.277661064,585,1310,1240
673,14000US08031008305,8031008305,0.407212147,51837,779,0.244430499,1083,2468,2317
674,14000US08031008306,8031008306,0.48284554,46250,1378,0.276318428,2943,6450,6168
675,14000US08001009406,8001009406,0.178815239,66458,861,0.223578291,659,1588,1481
676,14000US08001009407,8001009407,0.23888233,63004,895,0.234846497,691,1538,1505
677,14000US08001009409,8001009409,0.094235231,109363,1038,0.22808174,450,1965,1374
678,14000US08001009410,8001009410,0.085704939,118472,698,0.269290123,0,219,102
679,14000US08001009411,8001009411,0.10805501,83798,610,0.244783307,228,656,552
680,14000US08001009501,8001009501,0.173698799,50887,641,0.26509512,220,702,582
681,14000US08001009502,8001009502,0.168018299,71337,972,0.251227707,2194,4719,4879
682,14000US08001008000,8001008000,0.428456978,50483,1222,0.276846398,1424,3225,2948
683,14000US08001008100,8001008100,0.292459016,46875,331,0.234087694,4092,13825,9158
684,14000US08001008200,8001008200,0.40975053,62689,1207,0.267984014,5787,13610,12284
685,14000US08001008308,8001008308,0.435166817,41619,1072,0.265149641,2401,5432,5006
686,14000US08001008309,8001008309,0.48511469,55024,650,0.231646472,7369,17638,16404
687,14000US08001008505,8001008505,0.060651905,69758,1301,0.226418378,1077,2252,2173
688,14000US08001008506,8001008506,0.142464565,42010,1292,0.240506329,271,1268,1233
689,14000US08001008507,8001008507,0.111724344,81630,1398,0.275902901,939,970,945
690,14000US08031980000,8031980000,0.439104674,54592,266,0.238351254,1564,3512,3323
691,14000US08031011902,8031011902,0.231698226,62180,1008,0.18380744,1123,3012,2658
692,14000US08031011903,8031011903,0.121259843,61750,432,0.196990424,449,1385,1156
693,14000US08031012001,8031012001,0.109313725,78696,401,0.220936639,65,156,143
694,14000US08001008508,8001008508,0.123812754,80117,1114,0.249496081,224,620,604
695,14000US08001008524,8001008524,0.147171163,103340,1390,0.215503876,304,720,715
696,14000US08001008526,8001008526,0.141874463,88182,1358,0.250784857,0,0,0
697,14000US08001060100,8001060100,0.119093354,94191,1118,0.190362677,0,1036,518
698,14000US08001060200,8001060200,0.151760228,64154,836,0.24078341,180,794,553
699,14000US08031012014,8031012014,0.094015772,66708,1398,0.254135612,286,698,640
700,14000US08001008538,8001008538,0.129580807,108472,1400,0.26641294,378,810,792
701,14000US08001015000,8001015000,0.164886515,39675,568,0.246634824,3365,6608,6090
702,14000US08059980400,8059980400,0.21291866,0,421,0.335725678,0,0,0
698,14000US08001060200,8001060200,0.151760228,64154,836,0.24078341,180,794,553
699,14000US08031012014,8031012014,0.094015772,66708,1398,0.254135612,286,698,640
700,14000US08001008538,8001008538,0.129580807,108472,1400,0.26641294,378,810,792
701,14000US08001015000,8001015000,0.164886515,39675,568,0.246634824,3365,6608,6090
702,14000US08059980400,8059980400,0.21291866,0,421,0.335725678,0,0,0